x lev
0.00390625 4
0.0117188 4
0.0195312 4
0.0273438 4
0.0351562 4
0.0429688 4
0.0507812 4
0.0585938 4
0.0664062 4
0.0742188 4
0.0820312 4
0.0898438 4
0.0976562 4
0.105469 4
0.113281 4
0.121094 4
0.128906 4
0.136719 4
0.144531 4
0.152344 4
0.160156 4
0.167969 4
0.175781 4
0.183594 4
0.191406 4
0.199219 4
0.207031 4
0.214844 4
0.222656 4
0.230469 4
0.238281 4
0.246094 4
0.253906 4
0.261719 4
0.269531 4
0.277344 4
0.285156 4
0.292969 4
0.300781 4
0.308594 4
0.316406 4
0.324219 4
0.332031 4
0.339844 4
0.347656 4
0.355469 4
0.363281 4
0.371094 4
0.378906 4
0.386719 4
0.394531 4
0.402344 4
0.410156 4
0.417969 4
0.425781 4
0.433594 4
0.441406 4
0.449219 4
0.457031 4
0.464844 4
0.472656 4
0.480469 4
0.488281 4
0.496094 4
0.503906 4
0.511719 4
0.519531 4
0.527344 4
0.535156 4
0.542969 4
0.550781 4
0.558594 4
0.566406 4
0.574219 4
0.582031 4
0.589844 4
0.597656 4
0.605469 4
0.613281 4
0.621094 4
0.628906 4
0.636719 4
0.644531 4
0.652344 4
0.660156 4
0.667969 4
0.675781 4
0.683594 4
0.691406 4
0.699219 4
0.707031 4
0.714844 4
0.722656 4
0.730469 4
0.738281 4
0.746094 4
0.753906 4
0.761719 4
0.769531 4
0.777344 4
0.785156 4
0.792969 4
0.800781 4
0.808594 4
0.816406 4
0.824219 4
0.832031 4
0.839844 4
0.847656 4
0.855469 4
0.863281 4
0.871094 4
0.878906 4
0.886719 4
0.894531 4
0.902344 4
0.910156 4
0.917969 4
0.925781 4
0.933594 4
0.941406 4
0.949219 4
0.957031 4
0.964844 4
0.972656 4
0.980469 4
0.988281 4
0.996094 4
1 4
