x lev
0.152344 6.02836
0.160156 5.78929
0.167969 5.57192
0.175781 5.37343
0.183594 5.19145
0.191406 5.02401
0.199219 4.86944
0.207031 4.7263
0.214844 4.59338
0.222656 4.46961
0.230469 4.35408
0.238281 4.246
0.246094 4.14467
0.253906 4.04947
0.261719 3.95987
0.269531 3.87538
0.277344 3.79558
0.285156 3.72009
0.292969 3.64857
0.300781 3.58072
0.308594 3.51625
0.316406 3.45493
0.324219 3.39653
0.332031 3.34084
0.339844 3.28768
0.347656 3.23688
0.355469 3.18828
0.363281 3.14176
0.371094 3.09717
0.378906 3.0544
0.386719 3.01334
0.394531 2.97388
0.402344 2.93595
0.410156 2.89944
0.417969 2.86429
0.425781 2.83042
0.433594 2.79775
0.441406 2.76623
0.449219 2.73579
0.457031 2.70639
0.464844 2.67796
0.472656 2.65047
0.480469 2.62387
0.488281 2.5981
0.496094 2.57315
0.503906 2.54896
0.511719 2.5255
0.519531 2.50274
0.527344 2.48065
0.535156 2.4592
0.542969 2.43837
0.550781 2.41812
0.558594 2.39843
0.566406 2.37928
0.574219 2.36065
0.582031 2.34252
0.589844 2.32486
0.597656 2.30766
0.605469 2.29091
0.613281 2.27457
0.621094 2.25865
0.628906 2.24311
0.636719 2.22796
0.644531 2.21317
0.652344 2.19873
0.660156 2.18464
0.667969 2.17087
0.675781 2.15741
0.683594 2.14427
0.691406 2.13142
0.699219 2.11885
0.707031 2.10656
0.714844 2.09453
0.722656 2.08277
0.730469 2.07125
0.738281 2.05998
0.746094 2.04894
0.753906 2.03813
0.761719 2.02754
0.769531 2.01717
0.777344 2.007
0.785156 1.99703
0.792969 1.98726
0.800781 1.97768
0.808594 1.96828
0.816406 1.95906
0.824219 1.95002
0.832031 1.94114
0.839844 1.93243
0.847656 1.92388
0.855469 1.91548
0.863281 1.90724
0.871094 1.89914
0.878906 1.89118
0.886719 1.88337
0.894531 1.87569
0.902344 1.86814
0.910156 1.86073
0.917969 1.85343
0.925781 1.84626
0.933594 1.83921
0.941406 1.83228
0.949219 1.82546
0.957031 1.81875
0.964844 1.81215
0.972656 1.80565
0.980469 1.79926
0.988281 1.79297
0.996094 1.78678
1 1.78372
