x lev
0.15625 5.83368
0.171875 5.49109
0.1875 5.19524
0.203125 4.93703
0.21875 4.70953
0.234375 4.50748
0.25 4.32675
0.265625 4.16409
0.28125 4.01687
0.296875 3.88297
0.3125 3.76061
0.328125 3.64837
0.34375 3.54501
0.359375 3.44952
0.375 3.36101
0.390625 3.27875
0.40625 3.20208
0.421875 3.13045
0.4375 3.06337
0.453125 3.00042
0.46875 2.94123
0.484375 2.88547
0.5 2.83285
0.515625 2.7831
0.53125 2.736
0.546875 2.69133
0.5625 2.64892
0.578125 2.6086
0.59375 2.57021
0.609375 2.53362
0.625 2.4987
0.640625 2.46535
0.65625 2.43345
0.671875 2.40292
0.6875 2.37366
0.703125 2.3456
0.71875 2.31868
0.734375 2.29281
0.75 2.26793
0.765625 2.244
0.78125 2.22096
0.796875 2.19876
0.8125 2.17735
0.828125 2.1567
0.84375 2.13675
0.859375 2.11749
0.875 2.09887
0.890625 2.08086
0.90625 2.06343
0.921875 2.04655
0.9375 2.0302
0.953125 2.01436
0.96875 1.99899
0.984375 1.98409
1 1.96962
