t lev
0.69531250 2.58310202
0.69921875 2.57434616
0.70312500 2.56568662
0.70703125 2.55712182
0.71093750 2.54865022
0.71484375 2.54027029
0.71875000 2.53198057
0.72265625 2.52377960
0.72656250 2.51566597
0.73046875 2.50763828
0.73437500 2.49969518
0.73828125 2.49183535
0.74218750 2.48405746
0.74609375 2.47636026
0.75000000 2.46874249
0.75390625 2.46120293
0.75781250 2.45374039
0.76171875 2.44635367
0.76562500 2.43904165
0.76953125 2.43180319
0.77343750 2.42463718
0.77734375 2.41754254
0.78125000 2.41051822
0.78515625 2.40356316
0.78906250 2.39667636
0.79296875 2.38985681
0.79687500 2.38310354
0.80078125 2.37641557
0.80468750 2.36979197
0.80859375 2.36323182
0.81250000 2.35673420
0.81640625 2.35029823
0.82031250 2.34392303
0.82421875 2.33760774
0.82812500 2.33135153
0.83203125 2.32515357
0.83593750 2.31901305
0.83984375 2.31292918
0.84375000 2.30690117
0.84765625 2.30092826
0.85156250 2.29500970
0.85546875 2.28914475
0.85937500 2.28333268
0.86328125 2.27757279
0.86718750 2.27186436
0.87109375 2.26620672
0.87500000 2.26059920
0.87890625 2.25504112
0.88281250 2.24953183
0.88671875 2.24407071
0.89062500 2.23865711
0.89453125 2.23329043
0.89843750 2.22797004
0.90234375 2.22269537
0.90625000 2.21746581
0.91015625 2.21228080
0.91406250 2.20713976
0.91796875 2.20204215
0.92187500 2.19698741
0.92578125 2.19197500
0.92968750 2.18700439
0.93359375 2.18207507
0.93750000 2.17718652
0.94140625 2.17233824
0.94531250 2.16752973
0.94921875 2.16276050
0.95312500 2.15803008
0.95703125 2.15333799
0.96093750 2.14868377
0.96484375 2.14406696
0.96875000 2.13948712
0.97265625 2.13494380
0.97656250 2.13043656
0.98046875 2.12596498
0.98437500 2.12152864
0.98828125 2.11712712
0.99218750 2.11276001
0.99609375 2.10842692
1.00000000 2.10412743
