x lev
0.015625 0.507812
0.03125 0.505208
0.046875 0.503348
0.0625 0.502083
0.078125 0.50126
0.09375 0.500744
0.109375 0.500431
0.125 0.500245
0.140625 0.500138
0.15625 0.500076
0.171875 0.500042
0.1875 0.500023
0.203125 0.500012
0.21875 0.500007
0.234375 0.500004
0.25 0.500002
0.265625 0.500001
0.28125 0.500001
0.296875 0.5
0.3125 0.5
0.328125 0.5
0.34375 0.5
0.359375 0.5
0.375 0.5
0.390625 0.5
0.40625 0.5
0.421875 0.5
0.4375 0.5
0.453125 0.5
0.46875 0.5
0.484375 0.5
0.5 0.5
0.515625 0.5
0.53125 0.5
0.546875 0.5
0.5625 0.5
0.578125 0.5
0.59375 0.5
0.609375 0.5
0.625 0.5
0.640625 0.5
0.65625 0.5
0.671875 0.5
0.6875 0.5
0.703125 0.5
0.71875 0.5
0.734375 0.5
0.75 0.5
0.765625 0.5
0.78125 0.5
0.796875 0.5
0.8125 0.5
0.828125 0.5
0.84375 0.5
0.859375 0.5
0.875 0.5
0.890625 0.5
0.90625 0.5
0.921875 0.5
0.9375 0.5
0.953125 0.5
0.96875 0.5
0.984375 0.5
1 0.5
