x lev
0.150391 8.41203
0.15625 8.13774
0.162109 7.88302
0.167969 7.64585
0.173828 7.42449
0.179688 7.21739
0.185547 7.02323
0.191406 6.84083
0.197266 6.66915
0.203125 6.50728
0.208984 6.35439
0.214844 6.20977
0.220703 6.07275
0.226562 5.94275
0.232422 5.81925
0.238281 5.70177
0.244141 5.58988
0.25 5.4832
0.255859 5.38136
0.261719 5.28404
0.267578 5.19095
0.273438 5.10183
0.279297 5.01641
0.285156 4.93448
0.291016 4.85582
0.296875 4.78025
0.302734 4.70759
0.308594 4.63766
0.314453 4.57032
0.320312 4.50544
0.326172 4.44286
0.332031 4.38249
0.337891 4.32419
0.34375 4.26787
0.349609 4.21342
0.355469 4.16076
0.361328 4.1098
0.367188 4.06046
0.373047 4.01265
0.378906 3.96632
0.384766 3.92139
0.390625 3.8778
0.396484 3.8355
0.402344 3.79441
0.408203 3.75451
0.414062 3.71572
0.419922 3.67802
0.425781 3.64134
0.431641 3.60566
0.4375 3.57093
0.443359 3.53711
0.449219 3.50417
0.455078 3.47207
0.460938 3.44079
0.466797 3.41029
0.472656 3.38054
0.478516 3.35152
0.484375 3.32319
0.490234 3.29554
0.496094 3.26854
0.501953 3.24217
0.507812 3.21641
0.513672 3.19123
0.519531 3.16661
0.525391 3.14254
0.53125 3.11901
0.537109 3.09598
0.542969 3.07345
0.548828 3.05139
0.554688 3.0298
0.560547 3.00867
0.566406 2.98796
0.572266 2.96768
0.578125 2.94781
0.583984 2.92834
0.589844 2.90925
0.595703 2.89053
0.601562 2.87218
0.607422 2.85419
0.613281 2.83653
0.619141 2.81921
0.625 2.80221
0.630859 2.78553
0.636719 2.76915
0.642578 2.75307
0.648438 2.73728
0.654297 2.72177
0.660156 2.70654
0.666016 2.69157
0.671875 2.67686
0.677734 2.66241
0.683594 2.6482
0.689453 2.63424
0.695312 2.62051
0.701172 2.60701
0.707031 2.59373
0.712891 2.58067
0.71875 2.56782
0.724609 2.55518
0.730469 2.54274
0.736328 2.5305
0.742188 2.51845
0.748047 2.50659
0.753906 2.49491
0.759766 2.48341
0.765625 2.47209
0.771484 2.46094
0.777344 2.44996
0.783203 2.43914
0.789062 2.42848
0.794922 2.41798
0.800781 2.40763
0.806641 2.39743
0.8125 2.38738
0.818359 2.37747
0.824219 2.3677
0.830078 2.35807
0.835938 2.34858
0.841797 2.33921
0.847656 2.32998
0.853516 2.32087
0.859375 2.31189
0.865234 2.30302
0.871094 2.29428
0.876953 2.28565
0.882812 2.27714
0.888672 2.26874
0.894531 2.26045
0.900391 2.25226
0.90625 2.24419
0.912109 2.23621
0.917969 2.22834
0.923828 2.22057
0.929688 2.21289
0.935547 2.20531
0.941406 2.19782
0.947266 2.19043
0.953125 2.18313
0.958984 2.17592
0.964844 2.16879
0.970703 2.16175
0.976562 2.15479
0.982422 2.14792
0.988281 2.14113
0.994141 2.13442
1 2.12779
