x lev
0.00390625 1.96257
0.0117188 1.83431
0.0195312 1.73002
0.0273438 1.64621
0.0351562 1.5801
0.0429688 1.52939
0.0507812 1.49211
0.0585938 1.4666
0.0664062 1.45137
0.0742188 1.44508
0.0820312 1.44655
0.0898438 1.45468
0.0976562 1.46847
0.105469 1.48703
0.113281 1.50953
0.121094 1.5352
0.128906 1.56338
0.136719 1.59345
0.144531 1.62485
0.152344 1.6571
0.160156 1.68974
0.167969 1.72241
0.175781 1.75475
0.183594 1.78648
0.191406 1.81734
0.199219 1.84714
0.207031 1.87567
0.214844 1.90281
0.222656 1.92844
0.230469 1.95246
0.238281 1.97482
0.246094 1.99547
0.253906 2.01438
0.261719 2.03155
0.269531 2.04699
0.277344 2.06073
0.285156 2.07278
0.292969 2.0832
0.300781 2.09204
0.308594 2.09936
0.316406 2.10521
0.324219 2.10968
0.332031 2.11283
0.339844 2.11473
0.347656 2.11547
0.355469 2.11512
0.363281 2.11376
0.371094 2.11146
0.378906 2.1083
0.386719 2.10435
0.394531 2.09969
0.402344 2.09438
0.410156 2.08849
0.417969 2.08208
0.425781 2.07522
0.433594 2.06795
0.441406 2.06034
0.449219 2.05243
0.457031 2.04427
0.464844 2.03591
0.472656 2.02737
0.480469 2.01871
0.488281 2.00995
0.496094 2.00111
0.503906 1.99224
0.511719 1.98335
0.519531 1.97446
0.527344 1.9656
0.535156 1.95677
0.542969 1.948
0.550781 1.9393
0.558594 1.93068
0.566406 1.92214
0.574219 1.91371
0.582031 1.90537
0.589844 1.89714
0.597656 1.88901
0.605469 1.88101
0.613281 1.87312
0.621094 1.86534
0.628906 1.85769
0.636719 1.85015
0.644531 1.84273
0.652344 1.83543
0.660156 1.82824
0.667969 1.82117
0.675781 1.81422
0.683594 1.80737
0.691406 1.80064
0.699219 1.79402
0.707031 1.7875
0.714844 1.78108
0.722656 1.77477
0.730469 1.76856
0.738281 1.76244
0.746094 1.75643
0.753906 1.7505
0.761719 1.74467
0.769531 1.73893
0.777344 1.73327
0.785156 1.7277
0.792969 1.72221
0.800781 1.71681
0.808594 1.71149
0.816406 1.70624
0.824219 1.70107
0.832031 1.69598
0.839844 1.69096
0.847656 1.68601
0.855469 1.68113
0.863281 1.67633
0.871094 1.67158
0.878906 1.66691
0.886719 1.6623
0.894531 1.65775
0.902344 1.65327
0.910156 1.64884
0.917969 1.64448
0.925781 1.64017
0.933594 1.63592
0.941406 1.63173
0.949219 1.62759
0.957031 1.6235
0.964844 1.61947
0.972656 1.61549
0.980469 1.61156
0.988281 1.60768
0.996094 1.60385
1 1.60195
