p hbefore scorrect swrong sexpected hcorrect hwrong hexpected
0.929739 3.51209 0.0515954 4.8311 0.219505 1.96862 15 2.42642
0.932244 3.41573 0.0497232 4.88349 0.213483 1.91035 15 2.3538
0.93475 3.31827 0.0478535 4.93786 0.207392 1.85166 15 2.28063
0.937256 3.21966 0.0459862 4.99435 0.201229 1.79255 15 2.2069
0.939762 3.11986 0.0441213 5.05315 0.194991 1.73298 15 2.13258
0.942267 3.01882 0.0422588 5.11445 0.188676 1.67294 15 2.05764
0.944773 2.91649 0.0403987 5.17847 0.18228 1.6124 15 1.98208
0.947279 2.8128 0.038541 5.24546 0.1758 1.55134 15 1.90586
0.949785 2.7077 0.0366857 5.31571 0.169232 1.48973 15 1.82894
0.95229 2.60113 0.0348328 5.38956 0.16257 1.42753 15 1.75131
0.954796 2.49299 0.0329823 5.46739 0.155812 1.36473 15 1.67291
0.957302 2.38322 0.0311341 5.54967 0.148951 1.30127 15 1.59373
0.959808 2.27171 0.0292883 5.63692 0.141982 1.23711 15 1.5137
0.962314 2.15835 0.0274449 5.72979 0.134897 1.17222 15 1.43278
0.964819 2.04304 0.0256038 5.82905 0.12769 1.10652 15 1.35092
0.967325 1.92563 0.023765 5.93565 0.120352 1.03997 15 1.26804
0.969831 1.80596 0.0219286 6.05076 0.112872 0.972479 15 1.18408
0.972337 1.68385 0.0200945 6.17586 0.10524 0.903976 15 1.09895
0.974842 1.55908 0.0182628 6.31284 0.0974423 0.834358 15 1.01255
0.977348 1.43138 0.0164334 6.4642 0.0894615 0.763504 15 0.924748
0.979854 1.30045 0.0146063 6.63333 0.0812781 0.691268 15 0.835403
0.98236 1.16587 0.0127815 6.82495 0.072867 0.617465 15 0.744323
0.984865 1.02713 0.010959 7.04598 0.0641959 0.541858 15 0.651268
0.987371 0.883551 0.00913879 7.30711 0.0552219 0.464129 15 0.555915
0.989877 0.734154 0.0073209 7.62619 0.0458846 0.383831 15 0.457812
0.992383 0.577487 0.00550529 8.03648 0.0360929 0.300288 15 0.356275
0.994888 0.41109 0.00369196 8.61201 0.0256931 0.212357 15 0.250151
0.997394 0.229849 0.00188092 9.58406 0.0143656 0.117653 15 0.137043
0.9999 0.0125845 7.21377e-05 14.2877 0.000786529 0.00627427 15 0.00702397
