x lev
0.15625 5.47914
0.171875 5.10795
0.1875 4.79356
0.203125 4.52387
0.21875 4.28997
0.234375 4.0852
0.25 3.90442
0.265625 3.74365
0.28125 3.59975
0.296875 3.47019
0.3125 3.35293
0.328125 3.2463
0.34375 3.14891
0.359375 3.05962
0.375 2.97745
0.390625 2.90159
0.40625 2.83133
0.421875 2.76608
0.4375 2.70532
0.453125 2.6486
0.46875 2.59554
0.484375 2.54578
0.5 2.49903
0.515625 2.45503
0.53125 2.41353
0.546875 2.37434
0.5625 2.33726
0.578125 2.30213
0.59375 2.2688
0.609375 2.23713
0.625 2.20701
0.640625 2.17831
0.65625 2.15095
0.671875 2.12483
0.6875 2.09988
0.703125 2.076
0.71875 2.05314
0.734375 2.03123
0.75 2.01021
0.765625 1.99003
0.78125 1.97065
0.796875 1.952
0.8125 1.93406
0.828125 1.91679
0.84375 1.90014
0.859375 1.88408
0.875 1.86859
0.890625 1.85363
0.90625 1.83918
0.921875 1.82521
0.9375 1.8117
0.953125 1.79862
0.96875 1.78595
0.984375 1.77369
1 1.7618
