p ratio
0.3475 0.188745
0.35 0.18975
0.3525 0.190752
0.355 0.191751
0.3575 0.192747
0.36 0.19374
0.3625 0.194731
0.365 0.195718
0.3675 0.196703
0.37 0.197685
0.3725 0.198665
0.375 0.199641
0.3775 0.200616
0.38 0.201587
0.3825 0.202556
0.385 0.203522
0.3875 0.204486
0.39 0.205447
0.3925 0.206406
0.395 0.207362
0.3975 0.208316
0.4 0.209267
0.4025 0.210216
0.405 0.211163
0.4075 0.212107
0.41 0.213049
0.4125 0.213989
0.415 0.214926
0.4175 0.215861
0.42 0.216794
0.4225 0.217724
0.425 0.218652
0.4275 0.219579
0.43 0.220503
0.4325 0.221424
0.435 0.222344
0.4375 0.223262
0.44 0.224178
0.4425 0.225091
0.445 0.226003
0.4475 0.226912
0.45 0.22782
0.4525 0.228725
0.455 0.229629
0.4575 0.230531
0.46 0.231431
0.4625 0.232329
0.465 0.233225
0.4675 0.234119
0.47 0.235011
0.4725 0.235902
0.475 0.236791
0.4775 0.237678
0.48 0.238564
0.4825 0.239447
0.485 0.24033
0.4875 0.24121
0.49 0.242089
0.4925 0.242966
0.495 0.243841
0.4975 0.244715
0.499999 0.245588
0.502499 0.246458
0.504999 0.247328
0.507499 0.248195
0.509999 0.249062
0.512499 0.249927
0.514999 0.25079
0.517499 0.251652
0.519999 0.252512
0.522499 0.253372
0.524999 0.254229
0.527499 0.255086
0.529999 0.255941
0.532499 0.256795
0.534999 0.257647
0.537499 0.258499
0.539999 0.259349
0.542499 0.260197
0.544999 0.261045
0.547499 0.261891
0.549999 0.262737
0.552499 0.263581
0.554999 0.264424
0.557499 0.265265
0.559999 0.266106
0.562499 0.266946
0.564999 0.267784
0.567499 0.268622
0.569999 0.269459
0.572499 0.270294
0.574999 0.271129
0.577499 0.271962
0.579999 0.272795
0.582499 0.273627
0.584999 0.274458
0.587499 0.275288
0.589999 0.276117
0.592499 0.276946
0.594999 0.277773
0.597499 0.2786
0.599999 0.279426
0.602499 0.280251
0.604999 0.281076
0.607499 0.2819
0.609999 0.282723
0.612499 0.283546
0.614999 0.284368
0.617499 0.285189
0.619999 0.28601
0.622499 0.28683
0.624999 0.287649
0.627499 0.288469
0.629999 0.289287
0.632499 0.290105
0.634999 0.290923
0.637499 0.29174
0.639999 0.292557
0.642499 0.293373
0.644999 0.294189
0.647499 0.295005
0.649999 0.295821
0.652499 0.296636
0.654999 0.297451
0.657499 0.298265
0.659999 0.29908
0.662499 0.299894
0.664999 0.300708
0.667499 0.301522
0.669999 0.302336
0.672499 0.303149
0.674999 0.303963
0.677499 0.304777
0.679999 0.30559
0.682499 0.306404
0.684999 0.307218
0.687499 0.308032
0.689999 0.308846
0.692499 0.30966
0.694999 0.310474
0.697499 0.311288
0.699999 0.312103
0.702499 0.312918
0.704999 0.313733
0.707499 0.314549
0.709999 0.315365
0.712499 0.316181
0.714999 0.316998
0.717499 0.317815
0.719999 0.318633
0.722499 0.319451
0.724999 0.32027
0.727499 0.32109
0.729999 0.32191
0.732499 0.322731
0.734999 0.323552
0.737499 0.324374
0.739999 0.325198
0.742499 0.326021
0.744999 0.326846
0.747499 0.327672
0.749999 0.328499
0.752499 0.329327
0.754999 0.330155
0.757499 0.330985
0.759999 0.331817
0.762499 0.332649
0.764999 0.333483
0.767499 0.334318
0.769999 0.335154
0.772499 0.335992
0.774999 0.336831
0.777499 0.337672
0.779999 0.338514
0.782499 0.339358
0.784999 0.340204
0.787499 0.341051
0.789999 0.341901
0.792499 0.342752
0.794999 0.343605
0.797499 0.344461
0.799999 0.345318
0.802499 0.346178
0.804999 0.34704
0.807499 0.347904
0.809999 0.348771
0.812499 0.34964
0.814999 0.350512
0.817499 0.351387
0.819999 0.352265
0.822499 0.353145
0.824999 0.354029
0.827499 0.354915
0.829999 0.355805
0.832499 0.356698
0.834999 0.357595
0.837499 0.358495
0.839999 0.359399
0.842499 0.360307
0.844999 0.361218
0.847499 0.362134
0.849999 0.363054
0.852499 0.363979
0.854999 0.364908
0.857499 0.365842
0.859999 0.366781
0.862499 0.367725
0.864999 0.368674
0.867499 0.369629
0.869999 0.37059
0.872499 0.371556
0.874999 0.372529
0.877499 0.373508
0.879999 0.374494
0.882499 0.375487
0.884999 0.376487
0.887499 0.377495
0.889999 0.378511
0.892499 0.379535
0.894999 0.380567
0.897499 0.381609
0.899999 0.38266
0.902499 0.383721
0.904999 0.384792
0.907499 0.385874
0.909999 0.386968
0.912499 0.388073
0.914999 0.389191
0.917499 0.390323
0.919999 0.391468
0.922499 0.392629
0.924999 0.393805
0.927499 0.394998
0.929999 0.396208
0.932499 0.397437
0.934999 0.398687
0.937499 0.399957
0.939999 0.401251
0.942499 0.402569
0.944999 0.403914
0.947499 0.405288
0.949999 0.406693
0.952499 0.408132
0.954999 0.409607
0.957499 0.411124
0.959999 0.412685
0.962499 0.414295
0.964999 0.415962
0.967499 0.417691
0.969999 0.419491
0.972499 0.421372
0.974999 0.423348
0.977499 0.425435
0.979999 0.427656
0.982499 0.430039
0.984999 0.432629
0.987499 0.435487
0.989999 0.438713
0.992499 0.442485
0.994999 0.447171
0.997499 0.453827
0.999999 0.483894
