x lev
0.000976562 4.89611
0.0078125 3.45167
0.0146484 2.69147
0.0214844 2.25598
0.0283203 1.98857
0.0351562 1.81543
0.0419922 1.6992
0.0488281 1.61967
0.0556641 1.56528
0.0625 1.52896
0.0693359 1.50621
0.0761719 1.49395
0.0830078 1.49001
0.0898438 1.49278
0.0966797 1.50101
0.103516 1.5137
0.110352 1.53003
0.117188 1.54932
0.124023 1.57097
0.130859 1.59448
0.137695 1.61941
0.144531 1.64537
0.151367 1.67201
0.158203 1.69903
0.165039 1.72616
0.171875 1.75319
0.178711 1.77989
0.185547 1.80609
0.192383 1.83164
0.199219 1.8564
0.206055 1.88026
0.212891 1.90314
0.219727 1.92494
0.226562 1.94561
0.233398 1.9651
0.240234 1.98338
0.24707 2.00041
0.253906 2.01619
0.260742 2.03071
0.267578 2.04398
0.274414 2.056
0.28125 2.06679
0.288086 2.07637
0.294922 2.08478
0.301758 2.09204
0.308594 2.0982
0.31543 2.10328
0.322266 2.10734
0.329102 2.11042
0.335938 2.11256
0.342773 2.11381
0.349609 2.11422
0.356445 2.11383
0.363281 2.1127
0.370117 2.11087
0.376953 2.10838
0.383789 2.1053
0.390625 2.10165
0.397461 2.09749
0.404297 2.09285
0.411133 2.08779
0.417969 2.08234
0.424805 2.07653
0.431641 2.07041
0.438477 2.06401
0.445312 2.05737
0.452148 2.05051
0.458984 2.04346
0.46582 2.03625
0.472656 2.02891
0.479492 2.02146
0.486328 2.01392
0.493164 2.00631
0.5 1.99866
0.506836 1.99097
0.513672 1.98327
0.520508 1.97557
0.527344 1.96788
0.53418 1.96021
0.541016 1.95258
0.547852 1.94499
0.554688 1.93745
0.561523 1.92996
0.568359 1.92254
0.575195 1.91519
0.582031 1.90791
0.588867 1.90071
0.595703 1.89359
0.602539 1.88655
0.609375 1.8796
0.616211 1.87273
0.623047 1.86596
0.629883 1.85927
0.636719 1.85266
0.643555 1.84615
0.650391 1.83973
0.657227 1.83339
0.664062 1.82714
0.670898 1.82098
0.677734 1.8149
0.68457 1.80891
0.691406 1.80301
0.698242 1.79718
0.705078 1.79144
0.711914 1.78578
0.71875 1.78019
0.725586 1.77469
0.732422 1.76926
0.739258 1.7639
0.746094 1.75862
0.75293 1.75341
0.759766 1.74827
0.766602 1.7432
0.773438 1.7382
0.780273 1.73326
0.787109 1.72839
0.793945 1.72359
0.800781 1.71885
0.807617 1.71416
0.814453 1.70954
0.821289 1.70498
0.828125 1.70048
0.834961 1.69603
0.841797 1.69164
0.848633 1.68731
0.855469 1.68303
0.862305 1.6788
0.869141 1.67462
0.875977 1.6705
0.882812 1.66642
0.889648 1.6624
0.896484 1.65842
0.90332 1.65449
0.910156 1.65061
0.916992 1.64677
0.923828 1.64298
0.930664 1.63923
0.9375 1.63553
0.944336 1.63187
0.951172 1.62825
0.958008 1.62467
0.964844 1.62113
0.97168 1.61763
0.978516 1.61417
0.985352 1.61075
0.992188 1.60737
0.999023 1.60402
1 1.60355
