t lev
0.01562500 20.80233068
0.03125000 17.84681192
0.04687500 15.10782840
0.06250000 12.91253764
0.07812500 11.22898221
0.09375000 9.93665660
0.10937500 8.92652114
0.12500000 8.11934689
0.14062500 7.46076450
0.15625000 6.91354756
0.17187500 6.45174625
0.18750000 6.05683531
0.20312500 5.71526979
0.21875000 5.41692633
0.23437500 5.15408955
0.25000000 4.92077693
0.26562500 4.71227843
0.28125000 4.52483525
0.29687500 4.35541128
0.31250000 4.20152736
0.32812500 4.06113917
0.34375000 3.93254592
0.35937500 3.81432108
0.37500000 3.70525925
0.39062500 3.60433489
0.40625000 3.51067002
0.42187500 3.42350856
0.43750000 3.34219593
0.45312500 3.26616250
0.46875000 3.19491033
0.48437500 3.12800217
0.50000000 3.06505250
0.51562500 3.00572013
0.53125000 2.94970197
0.54687500 2.89672788
0.56250000 2.84655629
0.57812500 2.79897054
0.59375000 2.75377575
0.60937500 2.71079613
0.62500000 2.66987271
0.64062500 2.63086139
0.65625000 2.59363121
0.67187500 2.55806291
0.68750000 2.52404765
0.70312500 2.49148588
0.71875000 2.46028639
0.73437500 2.43036545
0.75000000 2.40164603
0.76562500 2.37405719
0.78125000 2.34753346
0.79687500 2.32201432
0.81250000 2.29744376
0.82812500 2.27376987
0.84375000 2.25094442
0.85937500 2.22892262
0.87500000 2.20766276
0.89062500 2.18712596
0.90625000 2.16727595
0.92187500 2.14807886
0.93750000 2.12950298
0.95312500 2.11151864
0.96875000 2.09409804
0.98437500 2.07721506
1.00000000 2.06084521
