t gamma
0.119873 1.000000
0.120117 1.000000
0.120361 1.000000
0.120605 1.000000
0.120850 1.000000
0.121094 1.000000
0.121338 1.000000
0.121582 1.000000
0.121826 1.000000
0.122070 1.000000
0.122314 1.000000
0.122559 1.000000
0.122803 1.000000
0.123047 1.000000
0.123291 1.000000
0.123535 1.000000
0.123779 1.000000
0.124023 1.000000
0.124268 1.000000
0.124512 1.000000
0.124756 1.000000
0.125000 1.000000
0.125244 1.000000
0.125488 1.000000
0.125732 1.000000
0.125977 1.000000
0.126221 1.000000
0.126465 1.000000
0.126709 1.000000
0.126953 1.000000
0.127197 1.000000
0.127441 1.000000
0.127686 1.000000
0.127930 1.000000
0.128174 1.000000
0.128418 1.000000
0.128662 1.000000
0.128906 1.000000
0.129150 1.000000
0.129395 1.000000
0.129639 1.000000
0.129883 1.000000
0.130127 1.000000
0.130371 1.000000
0.130615 1.000000
0.130859 1.000000
0.131104 1.000000
0.131348 1.000000
0.131592 1.000000
0.131836 1.000000
0.132080 1.000000
0.132324 1.000000
0.132568 1.000000
0.132812 1.000000
0.133057 1.000000
0.133301 1.000000
0.133545 1.000000
0.133789 1.000000
0.134033 1.000000
0.134277 1.000000
0.134521 1.000000
0.134766 1.000000
0.135010 1.000000
0.135254 1.000000
0.135498 1.000000
0.135742 1.000000
0.135986 1.000000
0.136230 1.000000
0.136475 1.000000
0.136719 1.000000
0.136963 1.000000
0.137207 1.000000
0.137451 1.000000
0.137695 1.000000
0.137939 1.000000
0.138184 1.000000
0.138428 1.000000
0.138672 1.000000
0.138916 1.000000
0.139160 1.000000
0.139404 1.000000
0.139648 1.000000
0.139893 1.000000
0.140137 1.000000
0.140381 1.000000
0.140625 1.000000
0.140869 1.000000
0.141113 1.000000
0.141357 1.000000
0.141602 1.000000
0.141846 1.000000
0.142090 1.000000
0.142334 1.000000
0.142578 1.000000
0.142822 1.000000
0.143066 1.000000
0.143311 1.000000
0.143555 1.000000
0.143799 1.000000
0.144043 1.000000
0.144287 1.000000
0.144531 1.000000
0.144775 1.000000
0.145020 1.000000
0.145264 1.000000
0.145508 1.000000
0.145752 1.000000
0.145996 1.000000
0.146240 1.000000
0.146484 1.000000
0.146729 1.000000
0.146973 1.000000
0.147217 1.000000
0.147461 1.000000
0.147705 1.000000
0.147949 1.000000
0.148193 1.000000
0.148438 1.000000
0.148682 1.000000
0.148926 1.000000
0.149170 1.000000
0.149414 1.000000
0.149658 1.000000
0.149902 1.000000
0.150146 1.000000
0.150391 1.000000
0.150635 1.000000
0.150879 1.000000
0.151123 1.000000
0.151367 1.000000
0.151611 1.000000
0.151855 1.000000
0.152100 1.000000
0.152344 1.000000
0.152588 1.000000
0.152832 1.000000
0.153076 1.000000
0.153320 1.000000
0.153564 1.000000
0.153809 1.000000
0.154053 1.000000
0.154297 1.000000
0.154541 1.000000
0.154785 1.000000
0.155029 1.000000
0.155273 1.000000
0.155518 1.000000
0.155762 1.000000
0.156006 1.000000
0.156250 1.000000
0.156494 1.000000
0.156738 1.000000
0.156982 1.000000
0.157227 1.000000
0.157471 1.000000
0.157715 1.000000
0.157959 1.000000
0.158203 1.000000
0.158447 1.000000
0.158691 1.000000
0.158936 1.000000
0.159180 1.000000
0.159424 1.000000
0.159668 1.000000
0.159912 1.000000
0.160156 1.000000
0.160400 1.000000
0.160645 1.000000
0.160889 1.000000
0.161133 1.000000
0.161377 1.000000
0.161621 1.000000
0.161865 1.000000
0.162109 1.000000
0.162354 1.000000
0.162598 1.000000
0.162842 1.000000
0.163086 1.000000
0.163330 1.000000
0.163574 1.000000
0.163818 1.000000
0.164062 1.000000
0.164307 1.000000
0.164551 1.000000
0.164795 1.000000
0.165039 1.000000
0.165283 1.000000
0.165527 1.000000
0.165771 1.000000
0.166016 1.000000
0.166260 1.000000
0.166504 1.000000
0.166748 1.000000
0.166992 1.000000
0.167236 1.000000
0.167480 1.000000
0.167725 1.000000
0.167969 1.000000
0.168213 1.000000
0.168457 1.000000
0.168701 1.000000
0.168945 1.000000
0.169189 1.000000
0.169434 1.000000
0.169678 1.000000
0.169922 1.000000
0.170166 1.000000
0.170410 1.000000
0.170654 1.000000
0.170898 1.000000
0.171143 1.000000
0.171387 1.000000
0.171631 1.000000
0.171875 1.000000
0.172119 1.000000
0.172363 1.000000
0.172607 1.000000
0.172852 1.000000
0.173096 1.000000
0.173340 1.000000
0.173584 1.000000
0.173828 1.000000
0.174072 1.000000
0.174316 1.000000
0.174561 1.000000
0.174805 1.000000
0.175049 1.000000
0.175293 1.000000
0.175537 1.000000
0.175781 1.000000
0.176025 1.000000
0.176270 1.000000
0.176514 1.000000
0.176758 1.000000
0.177002 1.000000
0.177246 1.000000
0.177490 1.000000
0.177734 1.000000
0.177979 1.000000
0.178223 1.000000
0.178467 1.000000
0.178711 1.000000
0.178955 1.000000
0.179199 1.000000
0.179443 1.000000
0.179688 1.000000
0.179932 1.000000
0.180176 1.000000
0.180420 1.000000
0.180664 1.000000
0.180908 1.000000
0.181152 1.000000
0.181396 1.000000
0.181641 1.000000
0.181885 1.000000
0.182129 1.000000
0.182373 1.000000
0.182617 1.000000
0.182861 1.000000
0.183105 1.000000
0.183350 1.000000
0.183594 1.000000
0.183838 1.000000
0.184082 1.000000
0.184326 1.000000
0.184570 1.000000
0.184814 1.000000
0.185059 1.000000
0.185303 1.000000
0.185547 1.000000
0.185791 1.000000
0.186035 1.000000
0.186279 1.000000
0.186523 1.000000
0.186768 1.000000
0.187012 1.000000
0.187256 1.000000
0.187500 1.000000
0.187744 1.000000
0.187988 1.000000
0.188232 1.000000
0.188477 1.000000
0.188721 1.000000
0.188965 1.000000
0.189209 1.000000
0.189453 1.000000
0.189697 1.000000
0.189941 1.000000
0.190186 1.000000
0.190430 1.000000
0.190674 1.000000
0.190918 1.000000
0.191162 1.000000
0.191406 1.000000
0.191650 1.000000
0.191895 1.000000
0.192139 1.000000
0.192383 1.000000
0.192627 1.000000
0.192871 1.000000
0.193115 1.000000
0.193359 1.000000
0.193604 1.000000
0.193848 1.000000
0.194092 1.000000
0.194336 1.000000
0.194580 1.000000
0.194824 1.000000
0.195068 1.000000
0.195312 1.000000
0.195557 1.000000
0.195801 1.000000
0.196045 1.000000
0.196289 1.000000
0.196533 1.000000
0.196777 1.000000
0.197021 1.000000
0.197266 1.000000
0.197510 1.000000
0.197754 1.000000
0.197998 1.000000
0.198242 1.000000
0.198486 1.000000
0.198730 1.000000
0.198975 1.000000
0.199219 1.000000
0.199463 1.000000
0.199707 1.000000
0.199951 1.000000
0.200195 1.000000
0.200439 1.000000
0.200684 1.000000
0.200928 1.000000
0.201172 1.000000
0.201416 1.000000
0.201660 1.000000
0.201904 1.000000
0.202148 1.000000
0.202393 1.000000
0.202637 1.000000
0.202881 1.000000
0.203125 1.000000
0.203369 1.000000
0.203613 1.000000
0.203857 1.000000
0.204102 1.000000
0.204346 1.000000
0.204590 1.000000
0.204834 1.000000
0.205078 1.000000
0.205322 1.000000
0.205566 1.000000
0.205811 1.000000
0.206055 1.000000
0.206299 1.000000
0.206543 1.000000
0.206787 1.000000
0.207031 1.000000
0.207275 1.000000
0.207520 1.000000
0.207764 1.000000
0.208008 1.000000
0.208252 1.000000
0.208496 1.000000
0.208740 1.000000
0.208984 1.000000
0.209229 1.000000
0.209473 1.000000
0.209717 1.000000
0.209961 1.000000
0.210205 1.000000
0.210449 1.000000
0.210693 1.000000
0.210938 1.000000
0.211182 1.000000
0.211426 1.000000
0.211670 1.000000
0.211914 1.000000
0.212158 1.000000
0.212402 1.000000
0.212646 1.000000
0.212891 1.000000
0.213135 1.000000
0.213379 1.000000
0.213623 1.000000
0.213867 1.000000
0.214111 1.000000
0.214355 1.000000
0.214600 1.000000
0.214844 1.000000
0.215088 1.000000
0.215332 1.000000
0.215576 1.000000
0.215820 1.000000
0.216064 1.000000
0.216309 1.000000
0.216553 1.000000
0.216797 1.000000
0.217041 1.000000
0.217285 1.000000
0.217529 1.000000
0.217773 1.000000
0.218018 1.000000
0.218262 1.000000
0.218506 1.000000
0.218750 1.000000
0.218994 1.000000
0.219238 1.000000
0.219482 1.000000
0.219727 1.000000
0.219971 1.000000
0.220215 1.000000
0.220459 1.000000
0.220703 1.000000
0.220947 1.000000
0.221191 1.000000
0.221436 1.000000
0.221680 1.000000
0.221924 1.000000
0.222168 1.000000
0.222412 1.000000
0.222656 1.000000
0.222900 1.000000
0.223145 1.000000
0.223389 1.000000
0.223633 1.000000
0.223877 1.000000
0.224121 1.000000
0.224365 1.000000
0.224609 1.000000
0.224854 1.000000
0.225098 1.000000
0.225342 1.000000
0.225586 1.000000
0.225830 1.000000
0.226074 1.000000
0.226318 1.000000
0.226562 1.000000
0.226807 1.000000
0.227051 1.000000
0.227295 1.000000
0.227539 1.000000
0.227783 1.000000
0.228027 1.000000
0.228271 1.000000
0.228516 1.000000
0.228760 1.000000
0.229004 1.000000
0.229248 1.000000
0.229492 1.000000
0.229736 1.000000
0.229980 1.000000
0.230225 1.000000
0.230469 1.000000
0.230713 1.000000
0.230957 1.000000
0.231201 1.000000
0.231445 1.000000
0.231689 1.000000
0.231934 1.000000
0.232178 1.000000
0.232422 1.000000
0.232666 1.000000
0.232910 1.000000
0.233154 1.000000
0.233398 1.000000
0.233643 1.000000
0.233887 1.000000
0.234131 1.000000
0.234375 1.000000
0.234619 1.000000
0.234863 1.000000
0.235107 1.000000
0.235352 1.000000
0.235596 1.000000
0.235840 1.000000
0.236084 1.000000
0.236328 1.000000
0.236572 1.000000
0.236816 1.000000
0.237061 1.000000
0.237305 1.000000
0.237549 1.000000
0.237793 1.000000
0.238037 1.000000
0.238281 1.000000
0.238525 1.000000
0.238770 1.000000
0.239014 1.000000
0.239258 1.000000
0.239502 1.000000
0.239746 1.000000
0.239990 1.000000
0.240234 1.000000
0.240479 1.000000
0.240723 1.000000
0.240967 1.000000
0.241211 1.000000
0.241455 1.000000
0.241699 1.000000
0.241943 1.000000
0.242188 1.000000
0.242432 1.000000
0.242676 1.000000
0.242920 1.000000
0.243164 1.000000
0.243408 1.000000
0.243652 1.000000
0.243896 1.000000
0.244141 1.000000
0.244385 1.000000
0.244629 1.000000
0.244873 1.000000
0.245117 1.000000
0.245361 1.000000
0.245605 1.000000
0.245850 1.000000
0.246094 1.000000
0.246338 1.000000
0.246582 1.000000
0.246826 1.000000
0.247070 1.000000
0.247314 1.000000
0.247559 1.000000
0.247803 1.000000
0.248047 1.000000
0.248291 1.000000
0.248535 1.000000
0.248779 1.000000
0.249023 1.000000
0.249268 1.000000
0.249512 1.000000
0.249756 1.000000
0.250000 1.000000
0.250244 1.000000
0.250488 1.000000
0.250732 1.000000
0.250977 1.000000
0.251221 1.000000
0.251465 1.000000
0.251709 1.000000
0.251953 1.000000
0.252197 1.000000
0.252441 1.000000
0.252686 1.000000
0.252930 1.000000
0.253174 1.000000
0.253418 1.000000
0.253662 1.000000
0.253906 1.000000
0.254150 1.000000
0.254395 1.000000
0.254639 1.000000
0.254883 1.000000
0.255127 1.000000
0.255371 1.000000
0.255615 1.000000
0.255859 1.000000
0.256104 1.000000
0.256348 1.000000
0.256592 1.000000
0.256836 1.000000
0.257080 1.000000
0.257324 1.000000
0.257568 1.000000
0.257812 1.000000
0.258057 1.000000
0.258301 1.000000
0.258545 1.000000
0.258789 1.000000
0.259033 1.000000
0.259277 1.000000
0.259521 1.000000
0.259766 1.000000
0.260010 1.000000
0.260254 1.000000
0.260498 1.000000
0.260742 1.000000
0.260986 1.000000
0.261230 1.000000
0.261475 1.000000
0.261719 1.000000
0.261963 1.000000
0.262207 1.000000
0.262451 1.000000
0.262695 1.000000
0.262939 1.000000
0.263184 1.000000
0.263428 1.000000
0.263672 1.000000
0.263916 1.000000
0.264160 1.000000
0.264404 1.000000
0.264648 1.000000
0.264893 1.000000
0.265137 1.000000
0.265381 1.000000
0.265625 1.000000
0.265869 1.000000
0.266113 1.000000
0.266357 1.000000
0.266602 1.000000
0.266846 1.000000
0.267090 1.000000
0.267334 1.000000
0.267578 1.000000
0.267822 1.000000
0.268066 1.000000
0.268311 1.000000
0.268555 1.000000
0.268799 1.000000
0.269043 1.000000
0.269287 1.000000
0.269531 1.000000
0.269775 1.000000
0.270020 1.000000
0.270264 1.000000
0.270508 1.000000
0.270752 1.000000
0.270996 1.000000
0.271240 1.000000
0.271484 1.000000
0.271729 1.000000
0.271973 1.000000
0.272217 1.000000
0.272461 1.000000
0.272705 1.000000
0.272949 1.000000
0.273193 1.000000
0.273438 1.000000
0.273682 1.000000
0.273926 1.000000
0.274170 1.000000
0.274414 1.000000
0.274658 1.000000
0.274902 1.000000
0.275146 1.000000
0.275391 1.000000
0.275635 1.000000
0.275879 1.000000
0.276123 1.000000
0.276367 1.000000
0.276611 1.000000
0.276855 1.000000
0.277100 1.000000
0.277344 1.000000
0.277588 1.000000
0.277832 1.000000
0.278076 1.000000
0.278320 1.000000
0.278564 1.000000
0.278809 1.000000
0.279053 1.000000
0.279297 1.000000
0.279541 1.000000
0.279785 1.000000
0.280029 1.000000
0.280273 1.000000
0.280518 1.000000
0.280762 1.000000
0.281006 1.000000
0.281250 1.000000
0.281494 1.000000
0.281738 1.000000
0.281982 1.000000
0.282227 1.000000
0.282471 1.000000
0.282715 1.000000
0.282959 1.000000
0.283203 1.000000
0.283447 1.000000
0.283691 1.000000
0.283936 1.000000
0.284180 1.000000
0.284424 1.000000
0.284668 1.000000
0.284912 1.000000
0.285156 1.000000
0.285400 1.000000
0.285645 1.000000
0.285889 1.000000
0.286133 1.000000
0.286377 1.000000
0.286621 1.000000
0.286865 1.000000
0.287109 1.000000
0.287354 1.000000
0.287598 1.000000
0.287842 1.000000
0.288086 1.000000
0.288330 1.000000
0.288574 1.000000
0.288818 1.000000
0.289062 1.000000
0.289307 1.000000
0.289551 1.000000
0.289795 1.000000
0.290039 1.000000
0.290283 1.000000
0.290527 1.000000
0.290771 1.000000
0.291016 1.000000
0.291260 1.000000
0.291504 1.000000
0.291748 1.000000
0.291992 1.000000
0.292236 1.000000
0.292480 1.000000
0.292725 1.000000
0.292969 1.000000
0.293213 1.000000
0.293457 1.000000
0.293701 1.000000
0.293945 1.000000
0.294189 1.000000
0.294434 1.000000
0.294678 1.000000
0.294922 1.000000
0.295166 1.000000
0.295410 1.000000
0.295654 1.000000
0.295898 1.000000
0.296143 1.000000
0.296387 1.000000
0.296631 1.000000
0.296875 1.000000
0.297119 1.000000
0.297363 1.000000
0.297607 1.000000
0.297852 1.000000
0.298096 1.000000
0.298340 1.000000
0.298584 1.000000
0.298828 1.000000
0.299072 1.000000
0.299316 1.000000
0.299561 1.000000
0.299805 1.000000
0.300049 1.000000
0.300293 1.000000
0.300537 1.000000
0.300781 1.000000
0.301025 1.000000
0.301270 1.000000
0.301514 1.000000
0.301758 1.000000
0.302002 1.000000
0.302246 1.000000
0.302490 1.000000
0.302734 1.000000
0.302979 1.000000
0.303223 1.000000
0.303467 1.000000
0.303711 1.000000
0.303955 1.000000
0.304199 1.000000
0.304443 1.000000
0.304688 1.000000
0.304932 1.000000
0.305176 1.000000
0.305420 1.000000
0.305664 1.000000
0.305908 1.000000
0.306152 1.000000
0.306396 1.000000
0.306641 1.000000
0.306885 1.000000
0.307129 1.000000
0.307373 1.000000
0.307617 1.000000
0.307861 1.000000
0.308105 1.000000
0.308350 1.000000
0.308594 1.000000
0.308838 1.000000
0.309082 1.000000
0.309326 1.000000
0.309570 1.000000
0.309814 1.000000
0.310059 1.000000
0.310303 1.000000
0.310547 1.000000
0.310791 1.000000
0.311035 1.000000
0.311279 1.000000
0.311523 1.000000
0.311768 1.000000
0.312012 1.000000
0.312256 1.000000
0.312500 1.000000
0.312744 1.000000
0.312988 1.000000
0.313232 1.000000
0.313477 1.000000
0.313721 1.000000
0.313965 1.000000
0.314209 1.000000
0.314453 1.000000
0.314697 1.000000
0.314941 1.000000
0.315186 1.000000
0.315430 1.000000
0.315674 1.000000
0.315918 1.000000
0.316162 1.000000
0.316406 1.000000
0.316650 1.000000
0.316895 1.000000
0.317139 1.000000
0.317383 1.000000
0.317627 1.000000
0.317871 1.000000
0.318115 1.000000
0.318359 1.000000
0.318604 1.000000
0.318848 1.000000
0.319092 1.000000
0.319336 1.000000
0.319580 1.000000
0.319824 1.000000
0.320068 1.000000
0.320312 1.000000
0.320557 1.000000
0.320801 1.000000
0.321045 1.000000
0.321289 1.000000
0.321533 1.000000
0.321777 1.000000
0.322021 1.000000
0.322266 1.000000
0.322510 1.000000
0.322754 1.000000
0.322998 1.000000
0.323242 1.000000
0.323486 1.000000
0.323730 1.000000
0.323975 1.000000
0.324219 1.000000
0.324463 1.000000
0.324707 1.000000
0.324951 1.000000
0.325195 1.000000
0.325439 1.000000
0.325684 1.000000
0.325928 1.000000
0.326172 1.000000
0.326416 1.000000
0.326660 1.000000
0.326904 1.000000
0.327148 1.000000
0.327393 1.000000
0.327637 1.000000
0.327881 1.000000
0.328125 1.000000
0.328369 1.000000
0.328613 1.000000
0.328857 1.000000
0.329102 1.000000
0.329346 1.000000
0.329590 1.000000
0.329834 1.000000
0.330078 1.000000
0.330322 1.000000
0.330566 1.000000
0.330811 1.000000
0.331055 1.000000
0.331299 1.000000
0.331543 1.000000
0.331787 1.000000
0.332031 1.000000
0.332275 1.000000
0.332520 1.000000
0.332764 1.000000
0.333008 1.000000
0.333252 1.000000
0.333496 1.000000
0.333740 1.000000
0.333984 1.000000
0.334229 1.000000
0.334473 1.000000
0.334717 1.000000
0.334961 1.000000
0.335205 1.000000
0.335449 1.000000
0.335693 1.000000
0.335938 1.000000
0.336182 1.000000
0.336426 1.000000
0.336670 1.000000
0.336914 1.000000
0.337158 1.000000
0.337402 1.000000
0.337646 1.000000
0.337891 1.000000
0.338135 1.000000
0.338379 1.000000
0.338623 1.000000
0.338867 1.000000
0.339111 1.000000
0.339355 1.000000
0.339600 1.000000
0.339844 1.000000
0.340088 1.000000
0.340332 1.000000
0.340576 1.000000
0.340820 1.000000
0.341064 1.000000
