t gamma
0.341309 1.000000
0.341553 1.000000
0.341797 1.000000
0.342041 1.000000
0.342285 1.000000
0.342529 1.000000
0.342773 1.000000
0.343018 1.000000
0.343262 1.000000
0.343506 1.000000
0.343750 1.000000
0.343994 1.000000
0.344238 1.000000
0.344482 1.000000
0.344727 1.000000
0.344971 1.000000
0.345215 1.000000
0.345459 1.000000
0.345703 1.000000
0.345947 1.000000
0.346191 1.000000
0.346436 1.000000
0.346680 1.000000
0.346924 1.000000
0.347168 1.000000
0.347412 1.000000
0.347656 1.000000
0.347900 1.000000
0.348145 1.000000
0.348389 1.000000
0.348633 1.000000
0.348877 1.000000
0.349121 1.000000
0.349365 1.000000
0.349609 1.000000
0.349854 1.000000
0.350098 1.000000
0.350342 1.000000
0.350586 1.000000
0.350830 1.000000
0.351074 1.000000
0.351318 1.000000
0.351562 1.000000
0.351807 1.000000
0.352051 1.000000
0.352295 1.000000
0.352539 1.000000
0.352783 1.000000
0.353027 1.000000
0.353271 1.000000
0.353516 1.000000
0.353760 1.000000
0.354004 1.000000
0.354248 1.000000
0.354492 1.000000
0.354736 1.000000
0.354980 1.000000
0.355225 1.000000
0.355469 1.000000
0.355713 1.000000
0.355957 1.000000
0.356201 1.000000
0.356445 1.000000
0.356689 1.000000
0.356934 1.000000
0.357178 1.000000
0.357422 1.000000
0.357666 1.000000
0.357910 1.000000
0.358154 1.000000
0.358398 1.000000
0.358643 1.000000
0.358887 1.000000
0.359131 1.000000
0.359375 1.000000
0.359619 1.000000
0.359863 1.000000
0.360107 1.000000
0.360352 1.000000
0.360596 1.000000
0.360840 1.000000
0.361084 1.000000
0.361328 1.000000
0.361572 1.000000
0.361816 1.000000
0.362061 1.000000
0.362305 1.000000
0.362549 1.000000
0.362793 1.000000
0.363037 1.000000
0.363281 1.000000
0.363525 1.000000
0.363770 1.000000
0.364014 1.000000
0.364258 1.000000
0.364502 1.000000
0.364746 1.000000
0.364990 1.000000
0.365234 1.000000
0.365479 1.000000
0.365723 1.000000
0.365967 1.000000
0.366211 1.000000
0.366455 1.000000
0.366699 1.000000
0.366943 1.000000
0.367188 1.000000
0.367432 1.000000
0.367676 1.000000
0.367920 1.000000
0.368164 1.000000
0.368408 1.000000
0.368652 1.000000
0.368896 1.000000
0.369141 1.000000
0.369385 1.000000
0.369629 1.000000
0.369873 1.000000
0.370117 1.000000
0.370361 1.000000
0.370605 1.000000
0.370850 1.000000
0.371094 1.000000
0.371338 1.000000
0.371582 1.000000
0.371826 1.000000
0.372070 1.000000
0.372314 1.000000
0.372559 1.000000
0.372803 1.000000
0.373047 1.000000
0.373291 1.000000
0.373535 1.000000
0.373779 1.000000
0.374023 1.000000
0.374268 1.000000
0.374512 1.000000
0.374756 1.000000
0.375000 1.000000
0.375244 1.000000
0.375488 1.000000
0.375732 1.000000
0.375977 1.000000
0.376221 1.000000
0.376465 1.000000
0.376709 1.000000
0.376953 1.000000
0.377197 1.000000
0.377441 1.000000
0.377686 1.000000
0.377930 1.000000
0.378174 1.000000
0.378418 1.000000
0.378662 1.000000
0.378906 1.000000
0.379150 1.000000
0.379395 1.000000
0.379639 1.000000
0.379883 1.000000
0.380127 1.000000
0.380371 1.000000
0.380615 1.000000
0.380859 1.000000
0.381104 1.000000
0.381348 1.000000
0.381592 1.000000
0.381836 1.000000
0.382080 1.000000
0.382324 1.000000
0.382568 1.000000
0.382812 1.000000
0.383057 1.000000
0.383301 1.000000
0.383545 1.000000
0.383789 1.000000
0.384033 1.000000
0.384277 1.000000
0.384521 1.000000
0.384766 1.000000
0.385010 1.000000
0.385254 1.000000
0.385498 1.000000
0.385742 1.000000
0.385986 1.000000
0.386230 1.000000
0.386475 1.000000
0.386719 1.000000
0.386963 1.000000
0.387207 1.000000
0.387451 1.000000
0.387695 1.000000
0.387939 1.000000
0.388184 1.000000
0.388428 1.000000
0.388672 1.000000
0.388916 1.000000
0.389160 1.000000
0.389404 1.000000
0.389648 1.000000
0.389893 1.000000
0.390137 1.000000
0.390381 1.000000
0.390625 1.000000
0.390869 1.000000
0.391113 1.000000
0.391357 1.000000
0.391602 1.000000
0.391846 1.000000
0.392090 1.000000
0.392334 1.000000
0.392578 1.000000
0.392822 1.000000
0.393066 1.000000
0.393311 1.000000
0.393555 1.000000
0.393799 1.000000
0.394043 1.000000
0.394287 1.000000
0.394531 1.000000
0.394775 1.000000
0.395020 1.000000
0.395264 1.000000
0.395508 1.000000
0.395752 1.000000
0.395996 1.000000
0.396240 1.000000
0.396484 1.000000
0.396729 1.000000
0.396973 1.000000
0.397217 1.000000
0.397461 1.000000
0.397705 1.000000
0.397949 1.000000
0.398193 1.000000
0.398438 1.000000
0.398682 1.000000
0.398926 1.000000
0.399170 1.000000
0.399414 1.000000
0.399658 1.000000
0.399902 1.000000
0.400146 1.000000
0.400391 1.000000
0.400635 1.000000
0.400879 1.000000
0.401123 1.000000
0.401367 1.000000
0.401611 1.000000
0.401855 1.000000
0.402100 1.000000
0.402344 1.000000
0.402588 1.000000
0.402832 1.000000
0.403076 1.000000
0.403320 1.000000
0.403564 1.000000
0.403809 1.000000
0.404053 1.000000
0.404297 1.000000
0.404541 1.000000
0.404785 1.000000
0.405029 1.000000
0.405273 1.000000
0.405518 1.000000
0.405762 1.000000
0.406006 1.000000
0.406250 1.000000
0.406494 1.000000
0.406738 1.000000
0.406982 1.000000
0.407227 1.000000
0.407471 1.000000
0.407715 1.000000
0.407959 1.000000
0.408203 1.000000
0.408447 1.000000
0.408691 1.000000
0.408936 1.000000
0.409180 1.000000
0.409424 1.000000
0.409668 1.000000
0.409912 1.000000
0.410156 1.000000
0.410400 1.000000
0.410645 1.000000
0.410889 1.000000
0.411133 1.000000
0.411377 1.000000
0.411621 1.000000
0.411865 1.000000
0.412109 1.000000
0.412354 1.000000
0.412598 1.000000
0.412842 1.000000
0.413086 1.000000
0.413330 1.000000
0.413574 1.000000
0.413818 1.000000
0.414062 1.000000
0.414307 1.000000
0.414551 1.000000
0.414795 1.000000
0.415039 1.000000
0.415283 1.000000
0.415527 1.000000
0.415771 1.000000
0.416016 1.000000
0.416260 1.000000
0.416504 1.000000
0.416748 1.000000
0.416992 1.000000
0.417236 1.000000
0.417480 1.000000
0.417725 1.000000
0.417969 1.000000
0.418213 1.000000
0.418457 1.000000
0.418701 1.000000
0.418945 1.000000
0.419189 1.000000
0.419434 1.000000
0.419678 1.000000
0.419922 1.000000
0.420166 1.000000
0.420410 1.000000
0.420654 1.000000
0.420898 1.000000
0.421143 1.000000
0.421387 1.000000
0.421631 1.000000
0.421875 1.000000
0.422119 1.000000
0.422363 1.000000
0.422607 1.000000
0.422852 1.000000
0.423096 1.000000
0.423340 1.000000
0.423584 1.000000
0.423828 1.000000
0.424072 1.000000
0.424316 1.000000
0.424561 1.000000
0.424805 1.000000
0.425049 1.000000
0.425293 1.000000
0.425537 1.000000
0.425781 1.000000
0.426025 1.000000
0.426270 1.000000
0.426514 1.000000
0.426758 1.000000
0.427002 1.000000
0.427246 1.000000
0.427490 1.000000
0.427734 1.000000
0.427979 1.000000
0.428223 1.000000
0.428467 1.000000
0.428711 1.000000
0.428955 1.000000
0.429199 1.000000
0.429443 1.000000
0.429688 1.000000
0.429932 1.000000
0.430176 1.000000
0.430420 1.000000
0.430664 1.000000
0.430908 1.000000
0.431152 1.000000
0.431396 1.000000
0.431641 1.000000
0.431885 1.000000
0.432129 1.000000
0.432373 1.000000
0.432617 1.000000
0.432861 1.000000
0.433105 1.000000
0.433350 1.000000
0.433594 1.000000
0.433838 1.000000
0.434082 1.000000
0.434326 1.000000
0.434570 1.000000
0.434814 1.000000
0.435059 1.000000
0.435303 1.000000
0.435547 1.000000
0.435791 1.000000
0.436035 1.000000
0.436279 1.000000
0.436523 1.000000
0.436768 1.000000
0.437012 1.000000
0.437256 1.000000
0.437500 1.000000
0.437744 1.000000
0.437988 1.000000
0.438232 1.000000
0.438477 1.000000
0.438721 1.000000
0.438965 1.000000
0.439209 1.000000
0.439453 1.000000
0.439697 1.000000
0.439941 1.000000
0.440186 1.000000
0.440430 1.000000
0.440674 1.000000
0.440918 1.000000
0.441162 1.000000
0.441406 1.000000
0.441650 1.000000
0.441895 1.000000
0.442139 1.000000
0.442383 1.000000
0.442627 1.000000
0.442871 1.000000
0.443115 1.000000
0.443359 1.000000
0.443604 1.000000
0.443848 1.000000
0.444092 1.000000
0.444336 1.000000
0.444580 1.000000
0.444824 1.000000
0.445068 1.000000
0.445312 1.000000
0.445557 1.000000
0.445801 1.000000
0.446045 1.000000
0.446289 1.000000
0.446533 1.000000
0.446777 1.000000
0.447021 1.000000
0.447266 1.000000
0.447510 1.000000
0.447754 1.000000
0.447998 1.000000
0.448242 1.000000
0.448486 1.000000
0.448730 1.000000
0.448975 1.000000
0.449219 1.000000
0.449463 1.000000
0.449707 1.000000
0.449951 1.000000
0.450195 1.000000
0.450439 1.000000
0.450684 1.000000
0.450928 1.000000
0.451172 1.000000
0.451416 1.000000
0.451660 1.000000
0.451904 1.000000
0.452148 1.000000
0.452393 1.000000
0.452637 1.000000
0.452881 1.000000
0.453125 1.000000
0.453369 1.000000
0.453613 1.000000
0.453857 1.000000
0.454102 1.000000
0.454346 1.000000
0.454590 1.000000
0.454834 1.000000
0.455078 1.000000
0.455322 1.000000
0.455566 1.000000
0.455811 1.000000
0.456055 1.000000
0.456299 1.000000
0.456543 1.000000
0.456787 1.000000
0.457031 1.000000
0.457275 1.000000
0.457520 1.000000
0.457764 1.000000
0.458008 1.000000
0.458252 1.000000
0.458496 1.000000
0.458740 1.000000
0.458984 1.000000
0.459229 1.000000
0.459473 1.000000
0.459717 1.000000
0.459961 1.000000
0.460205 1.000000
0.460449 1.000000
0.460693 1.000000
0.460938 1.000000
0.461182 1.000000
0.461426 1.000000
0.461670 1.000000
0.461914 1.000000
0.462158 1.000000
0.462402 1.000000
0.462646 1.000000
0.462891 1.000000
0.463135 1.000000
0.463379 1.000000
0.463623 1.000000
0.463867 1.000000
0.464111 1.000000
0.464355 1.000000
0.464600 1.000000
0.464844 1.000000
0.465088 1.000000
0.465332 1.000000
0.465576 1.000000
0.465820 1.000000
0.466064 1.000000
0.466309 1.000000
0.466553 1.000000
0.466797 1.000000
0.467041 1.000000
0.467285 1.000000
0.467529 1.000000
0.467773 1.000000
0.468018 1.000000
0.468262 1.000000
0.468506 1.000000
0.468750 1.000000
0.468994 1.000000
0.469238 1.000000
0.469482 1.000000
0.469727 1.000000
0.469971 1.000000
0.470215 1.000000
0.470459 1.000000
0.470703 1.000000
0.470947 1.000000
0.471191 1.000000
0.471436 1.000000
0.471680 1.000000
0.471924 1.000000
0.472168 1.000000
0.472412 1.000000
0.472656 1.000000
0.472900 1.000000
0.473145 1.000000
0.473389 1.000000
0.473633 1.000000
0.473877 1.000000
0.474121 1.000000
0.474365 1.000000
0.474609 1.000000
0.474854 1.000000
0.475098 1.000000
0.475342 1.000000
0.475586 1.000000
0.475830 1.000000
0.476074 1.000000
0.476318 1.000000
0.476562 1.000000
0.476807 1.000000
0.477051 1.000000
0.477295 1.000000
0.477539 1.000000
0.477783 1.000000
0.478027 1.000000
0.478271 1.000000
0.478516 1.000000
0.478760 1.000000
0.479004 1.000000
0.479248 1.000000
0.479492 1.000000
0.479736 1.000000
0.479980 1.000000
0.480225 1.000000
0.480469 1.000000
0.480713 1.000000
0.480957 1.000000
0.481201 1.000000
0.481445 1.000000
0.481689 1.000000
0.481934 1.000000
0.482178 1.000000
0.482422 1.000000
0.482666 1.000000
0.482910 1.000000
0.483154 1.000000
0.483398 1.000000
0.483643 1.000000
0.483887 1.000000
0.484131 1.000000
0.484375 1.000000
0.484619 1.000000
0.484863 1.000000
0.485107 1.000000
0.485352 1.000000
0.485596 1.000000
0.485840 1.000000
0.486084 1.000000
0.486328 1.000000
0.486572 1.000000
0.486816 1.000000
0.487061 1.000000
0.487305 1.000000
0.487549 1.000000
0.487793 1.000000
0.488037 1.000000
0.488281 1.000000
0.488525 1.000000
0.488770 1.000000
0.489014 1.000000
0.489258 1.000000
0.489502 1.000000
0.489746 1.000000
0.489990 1.000000
0.490234 1.000000
0.490479 1.000000
0.490723 1.000000
0.490967 1.000000
0.491211 1.000000
0.491455 1.000000
0.491699 1.000000
0.491943 1.000000
0.492188 1.000000
0.492432 1.000000
0.492676 1.000000
0.492920 1.000000
0.493164 1.000000
0.493408 1.000000
0.493652 1.000000
0.493896 1.000000
0.494141 1.000000
0.494385 1.000000
0.494629 1.000000
0.494873 1.000000
0.495117 1.000000
0.495361 1.000000
0.495605 1.000000
0.495850 1.000000
0.496094 1.000000
0.496338 1.000000
0.496582 1.000000
0.496826 1.000000
0.497070 1.000000
0.497314 1.000000
0.497559 1.000000
0.497803 1.000000
0.498047 1.000000
0.498291 1.000000
0.498535 1.000000
0.498779 1.000000
0.499023 1.000000
0.499268 1.000000
0.499512 1.000000
0.499756 1.000000
0.500000 1.000000
0.500244 1.000000
0.500488 1.000000
0.500732 1.000000
0.500977 1.000000
0.501221 1.000000
0.501465 1.000000
0.501709 1.000000
0.501953 1.000000
0.502197 1.000000
0.502441 1.000000
0.502686 1.000000
0.502930 1.000000
0.503174 1.000000
0.503418 1.000000
0.503662 1.000000
0.503906 1.000000
0.504150 1.000000
0.504395 1.000000
0.504639 1.000000
0.504883 1.000000
0.505127 1.000000
0.505371 1.000000
0.505615 1.000000
0.505859 1.000000
0.506104 1.000000
0.506348 1.000000
0.506592 1.000000
0.506836 1.000000
0.507080 1.000000
0.507324 1.000000
0.507568 1.000000
0.507812 1.000000
0.508057 1.000000
0.508301 1.000000
0.508545 1.000000
0.508789 1.000000
0.509033 1.000000
0.509277 1.000000
0.509521 1.000000
0.509766 1.000000
0.510010 1.000000
0.510254 1.000000
0.510498 1.000000
0.510742 1.000000
0.510986 1.000000
0.511230 1.000000
0.511475 1.000000
0.511719 1.000000
0.511963 1.000000
0.512207 1.000000
0.512451 1.000000
0.512695 1.000000
0.512939 1.000000
0.513184 1.000000
0.513428 1.000000
0.513672 1.000000
0.513916 1.000000
0.514160 1.000000
0.514404 1.000000
0.514648 1.000000
0.514893 1.000000
0.515137 1.000000
0.515381 1.000000
0.515625 1.000000
0.515869 1.000000
0.516113 1.000000
0.516357 1.000000
0.516602 1.000000
0.516846 1.000000
0.517090 1.000000
0.517334 1.000000
0.517578 1.000000
0.517822 1.000000
0.518066 1.000000
0.518311 1.000000
0.518555 1.000000
0.518799 1.000000
0.519043 1.000000
0.519287 1.000000
0.519531 1.000000
0.519775 1.000000
0.520020 1.000000
0.520264 1.000000
0.520508 1.000000
0.520752 1.000000
0.520996 1.000000
0.521240 1.000000
0.521484 1.000000
0.521729 1.000000
0.521973 1.000000
0.522217 1.000000
0.522461 1.000000
0.522705 1.000000
0.522949 1.000000
0.523193 1.000000
0.523438 1.000000
0.523682 1.000000
0.523926 1.000000
0.524170 1.000000
0.524414 1.000000
0.524658 1.000000
0.524902 1.000000
0.525146 1.000000
0.525391 1.000000
0.525635 1.000000
0.525879 1.000000
0.526123 1.000000
0.526367 1.000000
0.526611 1.000000
0.526855 1.000000
0.527100 1.000000
0.527344 1.000000
0.527588 1.000000
0.527832 1.000000
0.528076 1.000000
0.528320 1.000000
0.528564 1.000000
0.528809 1.000000
0.529053 1.000000
0.529297 1.000000
0.529541 1.000000
0.529785 1.000000
0.530029 1.000000
0.530273 1.000000
0.530518 1.000000
0.530762 1.000000
0.531006 1.000000
0.531250 1.000000
0.531494 1.000000
0.531738 1.000000
0.531982 1.000000
0.532227 1.000000
0.532471 1.000000
0.532715 1.000000
0.532959 1.000000
0.533203 1.000000
0.533447 1.000000
0.533691 1.000000
0.533936 1.000000
0.534180 1.000000
0.534424 1.000000
0.534668 1.000000
0.534912 1.000000
0.535156 1.000000
0.535400 1.000000
0.535645 1.000000
0.535889 1.000000
0.536133 1.000000
0.536377 1.000000
0.536621 1.000000
0.536865 1.000000
0.537109 1.000000
0.537354 1.000000
0.537598 1.000000
0.537842 1.000000
0.538086 1.000000
0.538330 1.000000
0.538574 1.000000
0.538818 1.000000
0.539062 1.000000
0.539307 1.000000
0.539551 1.000000
0.539795 1.000000
0.540039 1.000000
0.540283 1.000000
0.540527 1.000000
0.540771 1.000000
0.541016 1.000000
0.541260 1.000000
0.541504 1.000000
0.541748 1.000000
0.541992 1.000000
0.542236 1.000000
0.542480 1.000000
0.542725 1.000000
0.542969 1.000000
0.543213 1.000000
0.543457 1.000000
0.543701 1.000000
0.543945 1.000000
0.544189 1.000000
0.544434 1.000000
0.544678 1.000000
0.544922 1.000000
0.545166 1.000000
0.545410 1.000000
0.545654 1.000000
0.545898 1.000000
0.546143 1.000000
0.546387 1.000000
0.546631 1.000000
0.546875 1.000000
0.547119 1.000000
0.547363 1.000000
0.547607 1.000000
0.547852 1.000000
0.548096 1.000000
0.548340 1.000000
0.548584 1.000000
0.548828 1.000000
0.549072 1.000000
0.549316 1.000000
0.549561 1.000000
0.549805 1.000000
0.550049 1.000000
0.550293 1.000000
0.550537 1.000000
0.550781 1.000000
0.551025 1.000000
0.551270 1.000000
0.551514 1.000000
0.551758 1.000000
0.552002 1.000000
0.552246 1.000000
0.552490 1.000000
0.552734 1.000000
0.552979 1.000000
0.553223 1.000000
0.553467 1.000000
0.553711 1.000000
0.553955 1.000000
0.554199 1.000000
0.554443 1.000000
0.554688 1.000000
0.554932 1.000000
0.555176 1.000000
0.555420 1.000000
0.555664 1.000000
0.555908 1.000000
0.556152 1.000000
0.556396 1.000000
0.556641 1.000000
0.556885 1.000000
0.557129 1.000000
0.557373 1.000000
0.557617 1.000000
0.557861 1.000000
0.558105 1.000000
0.558350 1.000000
0.558594 1.000000
0.558838 1.000000
0.559082 1.000000
0.559326 1.000000
0.559570 1.000000
0.559814 1.000000
0.560059 1.000000
0.560303 1.000000
0.560547 1.000000
0.560791 1.000000
0.561035 1.000000
0.561279 1.000000
0.561523 1.000000
0.561768 1.000000
0.562012 1.000000
0.562256 1.000000
0.562500 1.000000
0.562744 1.000000
0.562988 1.000000
0.563232 1.000000
0.563477 1.000000
0.563721 1.000000
0.563965 1.000000
0.564209 1.000000
0.564453 1.000000
0.564697 1.000000
0.564941 1.000000
0.565186 1.000000
0.565430 1.000000
0.565674 1.000000
0.565918 1.000000
0.566162 1.000000
0.566406 1.000000
0.566650 1.000000
0.566895 1.000000
0.567139 1.000000
0.567383 1.000000
0.567627 1.000000
0.567871 1.000000
0.568115 1.000000
0.568359 1.000000
0.568604 1.000000
0.568848 1.000000
0.569092 1.000000
0.569336 1.000000
0.569580 1.000000
0.569824 1.000000
0.570068 1.000000
0.570312 1.000000
0.570557 1.000000
0.570801 1.000000
0.571045 1.000000
0.571289 1.000000
0.571533 1.000000
0.571777 1.000000
0.572021 1.000000
0.572266 1.000000
0.572510 1.000000
0.572754 1.000000
0.572998 1.000000
0.573242 1.000000
0.573486 1.000000
0.573730 1.000000
0.573975 1.000000
0.574219 1.000000
0.574463 1.000000
0.574707 1.000000
0.574951 1.000000
0.575195 1.000000
0.575439 1.000000
0.575684 1.000000
0.575928 1.000000
0.576172 1.000000
0.576416 1.000000
0.576660 1.000000
0.576904 1.000000
0.577148 1.000000
0.577393 1.000000
0.577637 1.000000
0.577881 1.000000
0.578125 1.000000
0.578369 1.000000
0.578613 1.000000
0.578857 1.000000
0.579102 1.000000
0.579346 1.000000
0.579590 1.000000
0.579834 1.000000
0.580078 1.000000
0.580322 1.000000
0.580566 1.000000
0.580811 1.000000
0.581055 1.000000
0.581299 1.000000
0.581543 1.000000
0.581787 1.000000
0.582031 1.000000
0.582275 1.000000
0.582520 1.000000
0.582764 1.000000
0.583008 1.000000
0.583252 1.000000
0.583496 1.000000
0.583740 1.000000
0.583984 1.000000
0.584229 1.000000
0.584473 1.000000
0.584717 1.000000
0.584961 1.000000
0.585205 1.000000
0.585449 1.000000
0.585693 1.000000
0.585938 1.000000
0.586182 1.000000
0.586426 1.000000
0.586670 1.000000
0.586914 1.000000
0.587158 1.000000
0.587402 1.000000
0.587646 1.000000
0.587891 1.000000
0.588135 1.000000
0.588379 1.000000
0.588623 1.000000
0.588867 1.000000
0.589111 1.000000
0.589355 1.000000
0.589600 1.000000
0.589844 1.000000
0.590088 1.000000
0.590332 1.000000
0.590576 1.000000
0.590820 1.000000
0.591064 1.000000
0.591309 1.000000
0.591553 1.000000
0.591797 1.000000
0.592041 1.000000
0.592285 1.000000
0.592529 1.000000
0.592773 1.000000
0.593018 1.000000
0.593262 1.000000
0.593506 1.000000
0.593750 1.000000
0.593994 1.000000
0.594238 1.000000
0.594482 1.000000
0.594727 1.000000
0.594971 1.000000
0.595215 1.000000
0.595459 1.000000
0.595703 1.000000
0.595947 1.000000
0.596191 1.000000
0.596436 1.000000
0.596680 1.000000
0.596924 1.000000
0.597168 1.000000
0.597412 1.000000
0.597656 1.000000
0.597900 1.000000
0.598145 1.000000
0.598389 1.000000
0.598633 1.000000
0.598877 1.000000
0.599121 1.000000
0.599365 1.000000
0.599609 1.000000
0.599854 1.000000
0.600098 1.000000
0.600342 1.000000
0.600586 1.000000
0.600830 1.000000
0.601074 1.000000
0.601318 1.000000
0.601562 1.000000
0.601807 1.000000
0.602051 1.000000
0.602295 1.000000
0.602539 1.000000
0.602783 1.000000
0.603027 1.000000
0.603271 1.000000
0.603516 1.000000
0.603760 1.000000
0.604004 1.000000
0.604248 1.000000
0.604492 1.000000
0.604736 1.000000
0.604980 1.000000
0.605225 1.000000
0.605469 1.000000
0.605713 1.000000
0.605957 1.000000
0.606201 1.000000
0.606445 1.000000
0.606689 1.000000
0.606934 1.000000
0.607178 1.000000
0.607422 1.000000
0.607666 1.000000
0.607910 1.000000
0.608154 1.000000
0.608398 1.000000
0.608643 1.000000
0.608887 1.000000
0.609131 1.000000
0.609375 1.000000
0.609619 1.000000
0.609863 0.998333
0.610107 1.000000
0.610352 0.997500
0.610596 0.999167
0.610840 0.995833
0.611084 0.990833
0.611328 0.980000
0.611572 0.952500
0.611816 0.933333
0.612061 0.892500
0.612305 0.761667
0.612549 0.617500
0.612793 0.405000
0.613037 0.230000
0.613281 0.125000
0.613525 0.056667
0.613770 0.025000
0.614014 0.013333
0.614258 0.010000
0.614502 0.010000
0.614746 0.001667
0.614990 0.001667
0.615234 0.001667
0.615479 0.000000
0.615723 0.000000
0.615967 0.000833
0.616211 0.000000
0.616455 0.000000
0.616699 0.000000
0.616943 0.000000
0.617188 0.000000
0.617432 0.000000
0.617676 0.000000
0.617920 0.000000
0.618164 0.000000
0.618408 0.000000
0.618652 0.000000
0.618896 0.000000
0.619141 0.000000
0.619385 0.000000
0.619629 0.000000
0.619873 0.000000
0.620117 0.000000
0.620361 0.000000
0.620605 0.000000
0.620850 0.000000
0.621094 0.000000
0.621338 0.000000
0.621582 0.000000
0.621826 0.000000
0.622070 0.000000
0.622314 0.000000
0.622559 0.000000
0.622803 0.000000
0.623047 0.000000
0.623291 0.000000
0.623535 0.000000
0.623779 0.000000
0.624023 0.000000
0.624268 0.000000
0.624512 0.000000
0.624756 0.000000
0.625000 0.000000
0.625244 0.000000
0.625488 0.000000
0.625732 0.000000
0.625977 0.000000
0.626221 0.000000
0.626465 0.000000
0.626709 0.000000
0.626953 0.000000
0.627197 0.000000
0.627441 0.000000
0.627686 0.000000
0.627930 0.000000
0.628174 0.000000
0.628418 0.000000
0.628662 0.000000
0.628906 0.000000
0.629150 0.000000
0.629395 0.000000
0.629639 0.000000
0.629883 0.000000
0.630127 0.000000
0.630371 0.000000
0.630615 0.000000
0.630859 0.000000
0.631104 0.000000
0.631348 0.000000
0.631592 0.000000
0.631836 0.000000
0.632080 0.000000
0.632324 0.000000
0.632568 0.000000
0.632812 0.000000
0.633057 0.000000
0.633301 0.000000
0.633545 0.000000
0.633789 0.000000
0.634033 0.000000
0.634277 0.000000
0.634521 0.000000
0.634766 0.000000
0.635010 0.000000
0.635254 0.000000
0.635498 0.000000
0.635742 0.000000
0.635986 0.000000
0.636230 0.000000
0.636475 0.000000
0.636719 0.000000
0.636963 0.000000
0.637207 0.000000
0.637451 0.000000
0.637695 0.000000
0.637939 0.000000
0.638184 0.000000
0.638428 0.000000
0.638672 0.000000
0.638916 0.000000
0.639160 0.000000
0.639404 0.000000
0.639648 0.000000
0.639893 0.000000
0.640137 0.000000
0.640381 0.000000
0.640625 0.000000
0.640869 0.000000
0.641113 0.000000
0.641357 0.000000
0.641602 0.000000
0.641846 0.000000
0.642090 0.000000
0.642334 0.000000
0.642578 0.000000
0.642822 0.000000
0.643066 0.000000
0.643311 0.000000
0.643555 0.000000
0.643799 0.000000
0.644043 0.000000
0.644287 0.000000
0.644531 0.000000
0.644775 0.000000
0.645020 0.000000
0.645264 0.000000
0.645508 0.000000
0.645752 0.000000
0.645996 0.000000
0.646240 0.000000
0.646484 0.000000
0.646729 0.000000
0.646973 0.000000
0.647217 0.000000
0.647461 0.000000
0.647705 0.000000
0.647949 0.000000
0.648193 0.000000
0.648438 0.000000
0.648682 0.000000
0.648926 0.000000
0.649170 0.000000
0.649414 0.000000
0.649658 0.000000
0.649902 0.000000
0.650146 0.000000
0.650391 0.000000
0.650635 0.000000
0.650879 0.000000
0.651123 0.000000
0.651367 0.000000
0.651611 0.000000
0.651855 0.000000
0.652100 0.000000
0.652344 0.000000
0.652588 0.000000
0.652832 0.000000
0.653076 0.000000
0.653320 0.000000
0.653564 0.000000
0.653809 0.000000
0.654053 0.000000
0.654297 0.000000
0.654541 0.000000
0.654785 0.000000
0.655029 0.000000
0.655273 0.000000
0.655518 0.000000
0.655762 0.000000
0.656006 0.000000
0.656250 0.000000
0.656494 0.000000
0.656738 0.000000
0.656982 0.000000
0.657227 0.000000
0.657471 0.000000
0.657715 0.000000
0.657959 0.000000
0.658203 0.000000
0.658447 0.000000
0.658691 0.000000
0.658936 0.000000
0.659180 0.000000
0.659424 0.000000
0.659668 0.000000
0.659912 0.000000
0.660156 0.000000
0.660400 0.000000
0.660645 0.000000
0.660889 0.000000
0.661133 0.000000
0.661377 0.000000
0.661621 0.000000
0.661865 0.000000
0.662109 0.000000
0.662354 0.000000
0.662598 0.000000
0.662842 0.000000
0.663086 0.000000
0.663330 0.000000
0.663574 0.000000
0.663818 0.000000
0.664062 0.000000
0.664307 0.000000
0.664551 0.000000
0.664795 0.000000
0.665039 0.000000
0.665283 0.000000
0.665527 0.000000
0.665771 0.000000
0.666016 0.000000
0.666260 0.000000
0.666504 0.000000
0.666748 0.000000
0.666992 0.000000
0.667236 0.000000
0.667480 0.000000
0.667725 0.000000
0.667969 0.000000
0.668213 0.000000
0.668457 0.000000
0.668701 0.000000
0.668945 0.000000
0.669189 0.000000
0.669434 0.000000
0.669678 0.000000
0.669922 0.000000
0.670166 0.000000
0.670410 0.000000
0.670654 0.000000
0.670898 0.000000
0.671143 0.000000
0.671387 0.000000
0.671631 0.000000
0.671875 0.000000
0.672119 0.000000
0.672363 0.000000
0.672607 0.000000
0.672852 0.000000
0.673096 0.000000
0.673340 0.000000
0.673584 0.000000
0.673828 0.000000
0.674072 0.000000
0.674316 0.000000
0.674561 0.000000
0.674805 0.000000
0.675049 0.000000
0.675293 0.000000
0.675537 0.000000
0.675781 0.000000
0.676025 0.000000
0.676270 0.000000
0.676514 0.000000
0.676758 0.000000
0.677002 0.000000
0.677246 0.000000
0.677490 0.000000
0.677734 0.000000
0.677979 0.000000
0.678223 0.000000
0.678467 0.000000
0.678711 0.000000
0.678955 0.000000
0.679199 0.000000
0.679443 0.000000
0.679688 0.000000
0.679932 0.000000
0.680176 0.000000
0.680420 0.000000
0.680664 0.000000
0.680908 0.000000
0.681152 0.000000
0.681396 0.000000
0.681641 0.000000
0.681885 0.000000
0.682129 0.000000
0.682373 0.000000
0.682617 0.000000
