p ratio
0.697656 0.577149
0.699999 0.577753
0.702343 0.578357
0.704687 0.578961
0.707031 0.579564
0.709374 0.580166
0.711718 0.580767
0.714062 0.581368
0.716406 0.581969
0.718749 0.582569
0.721093 0.583168
0.723437 0.583767
0.725781 0.584366
0.728124 0.584964
0.730468 0.585561
0.732812 0.586159
0.735156 0.586755
0.737499 0.587352
0.739843 0.587948
0.742187 0.588544
0.744531 0.58914
0.746874 0.589736
0.749218 0.590331
0.751562 0.590926
0.753906 0.591521
0.756249 0.592116
0.758593 0.592711
0.760937 0.593306
0.763281 0.593901
0.765624 0.594496
0.767968 0.595091
0.770312 0.595686
0.772655 0.596281
0.774999 0.596876
0.777343 0.597471
0.779687 0.598066
0.78203 0.598662
0.784374 0.599258
0.786718 0.599855
0.789062 0.600451
0.791405 0.601048
0.793749 0.601646
0.796093 0.602244
0.798437 0.602842
0.80078 0.603441
0.803124 0.604041
0.805468 0.604641
0.807812 0.605242
0.810155 0.605843
0.812499 0.606445
0.814843 0.607048
0.817187 0.607652
0.81953 0.608257
0.821874 0.608863
0.824218 0.60947
0.826562 0.610078
0.828905 0.610687
0.831249 0.611297
0.833593 0.611909
0.835937 0.612521
0.83828 0.613136
0.840624 0.613751
0.842968 0.614368
0.845312 0.614987
0.847655 0.615607
0.849999 0.616229
0.852343 0.616853
0.854687 0.617479
0.85703 0.618107
0.859374 0.618737
0.861718 0.619369
0.864062 0.620003
0.866405 0.62064
0.868749 0.621279
0.871093 0.621921
0.873437 0.622565
0.87578 0.623213
0.878124 0.623863
0.880468 0.624516
0.882812 0.625173
0.885155 0.625833
0.887499 0.626496
0.889843 0.627163
0.892187 0.627834
0.89453 0.62851
0.896874 0.629189
0.899218 0.629873
0.901562 0.630561
0.903905 0.631255
0.906249 0.631953
0.908593 0.632657
0.910937 0.633367
0.91328 0.634083
0.915624 0.634805
0.917968 0.635533
0.920312 0.636269
0.922655 0.637012
0.924999 0.637763
0.927343 0.638522
0.929687 0.639291
0.93203 0.640068
0.934374 0.640856
0.936718 0.641654
0.939062 0.642463
0.941405 0.643285
0.943749 0.64412
0.946093 0.644969
0.948437 0.645833
0.95078 0.646713
0.953124 0.647612
0.955468 0.648529
0.957812 0.649468
0.960155 0.650431
0.962499 0.651419
0.964843 0.652435
0.967187 0.653484
0.96953 0.654569
0.971874 0.655694
0.974218 0.656867
0.976562 0.658094
0.978905 0.659385
0.981249 0.660753
0.983593 0.662216
0.985937 0.663796
0.98828 0.665531
0.990624 0.667477
0.992968 0.669735
0.995312 0.672516
0.997655 0.676414
0.999999 0.693193
