p hbefore scorrect swrong sexpected hcorrect hwrong hexpected
0.93475 2.87547 0.0723889 5.93786 0.359434 0.837348 14 1.4815
0.937256 2.78684 0.0695409 5.99435 0.348356 0.808765 14 1.42953
0.939762 2.69731 0.0666985 6.05315 0.337163 0.780072 14 1.37734
0.942267 2.60682 0.0638616 6.11445 0.325853 0.751264 14 1.32494
0.944773 2.51535 0.0610304 6.17847 0.314419 0.722331 14 1.2723
0.947279 2.42286 0.0582047 6.24546 0.302857 0.693265 14 1.21943
0.949785 2.32929 0.0553845 6.31571 0.291161 0.664055 14 1.16631
0.95229 2.23459 0.0525698 6.38956 0.279324 0.634691 14 1.11294
0.954796 2.13872 0.0497605 6.46739 0.26734 0.605162 14 1.05929
0.957302 2.0416 0.0469568 6.54967 0.255199 0.575453 14 1.00536
0.959808 1.94316 0.0441585 6.63692 0.242895 0.54555 14 0.95113
0.962314 1.84333 0.0413656 6.72979 0.230416 0.515437 14 0.896582
0.964819 1.74201 0.0385781 6.82905 0.217751 0.485094 14 0.841697
0.967325 1.6391 0.0357959 6.93565 0.204888 0.454499 14 0.786453
0.969831 1.53449 0.0330192 7.05076 0.191811 0.423628 14 0.730824
0.972337 1.42803 0.0302477 7.17586 0.178504 0.392452 14 0.67478
0.974842 1.31956 0.0274816 7.31284 0.164946 0.360935 14 0.618284
0.977348 1.20889 0.0247208 7.4642 0.151111 0.329036 14 0.561294
0.979854 1.09577 0.0219652 7.63333 0.136972 0.296703 14 0.503758
0.98236 0.979908 0.0192149 7.82495 0.122488 0.263874 14 0.445609
0.984865 0.86091 0.0164698 8.04598 0.107614 0.230464 14 0.386764
0.987371 0.738264 0.01373 8.30711 0.0922829 0.196364 14 0.327108
0.989877 0.611243 0.0109953 8.62619 0.0764054 0.161417 14 0.266485
0.992383 0.478756 0.00826583 9.03648 0.0598446 0.125388 14 0.204655
0.994888 0.338959 0.0055415 9.61201 0.0423699 0.0878789 14 0.141214
0.997394 0.188014 0.00282229 10.5841 0.0235018 0.0480562 14 0.0753232
0.9999 0.0100384 0.000108208 15.2877 0.00125479 0.00245857 14 0.0035084
