t mix true
0.000000 1.000000 1.000000
0.062500 0.878906 0.989396
0.125000 0.878906 0.980980
0.187500 0.847656 0.953822
0.250000 0.753906 0.897621
0.312500 0.586293 0.808279
0.375000 0.506747 0.713547
0.437500 0.479358 0.634141
0.500000 0.466610 0.571421
0.562500 0.441188 0.513996
0.625000 0.367761 0.437012
0.687500 0.213041 0.313484
0.750000 0.126502 0.210669
0.812500 0.097656 0.153196
0.875000 0.097656 0.131326
0.937500 0.003906 0.014554
