x lev
0.000976562 0.500488
0.0078125 0.500015
0.0146484 0.5
0.0214844 0.5
0.0283203 0.5
0.0351562 0.5
0.0419922 0.5
0.0488281 0.5
0.0556641 0.5
0.0625 0.5
0.0693359 0.5
0.0761719 0.5
0.0830078 0.5
0.0898438 0.5
0.0966797 0.5
0.103516 0.5
0.110352 0.5
0.117188 0.5
0.124023 0.5
0.130859 0.5
0.137695 0.5
0.144531 0.5
0.151367 0.5
0.158203 0.5
0.165039 0.5
0.171875 0.5
0.178711 0.5
0.185547 0.5
0.192383 0.5
0.199219 0.5
0.206055 0.5
0.212891 0.5
0.219727 0.5
0.226562 0.5
0.233398 0.5
0.240234 0.5
0.24707 0.5
0.253906 0.5
0.260742 0.5
0.267578 0.5
0.274414 0.5
0.28125 0.5
0.288086 0.5
0.294922 0.5
0.301758 0.5
0.308594 0.5
0.31543 0.5
0.322266 0.5
0.329102 0.5
0.335938 0.5
0.342773 0.5
0.349609 0.5
0.356445 0.5
0.363281 0.5
0.370117 0.5
0.376953 0.5
0.383789 0.5
0.390625 0.5
0.397461 0.5
0.404297 0.5
0.411133 0.5
0.417969 0.5
0.424805 0.5
0.431641 0.5
0.438477 0.5
0.445312 0.5
0.452148 0.5
0.458984 0.5
0.46582 0.5
0.472656 0.5
0.479492 0.5
0.486328 0.5
0.493164 0.5
0.5 0.5
0.506836 0.5
0.513672 0.5
0.520508 0.5
0.527344 0.5
0.53418 0.5
0.541016 0.5
0.547852 0.5
0.554688 0.5
0.561523 0.5
0.568359 0.5
0.575195 0.5
0.582031 0.5
0.588867 0.5
0.595703 0.5
0.602539 0.5
0.609375 0.5
0.616211 0.5
0.623047 0.5
0.629883 0.5
0.636719 0.5
0.643555 0.5
0.650391 0.5
0.657227 0.5
0.664062 0.5
0.670898 0.5
0.677734 0.5
0.68457 0.5
0.691406 0.5
0.698242 0.5
0.705078 0.5
0.711914 0.5
0.71875 0.5
0.725586 0.5
0.732422 0.5
0.739258 0.5
0.746094 0.5
0.75293 0.5
0.759766 0.5
0.766602 0.5
0.773438 0.5
0.780273 0.5
0.787109 0.5
0.793945 0.5
0.800781 0.5
0.807617 0.5
0.814453 0.5
0.821289 0.5
0.828125 0.5
0.834961 0.5
0.841797 0.5
0.848633 0.5
0.855469 0.5
0.862305 0.5
0.869141 0.5
0.875977 0.5
0.882812 0.5
0.889648 0.5
0.896484 0.5
0.90332 0.5
0.910156 0.5
0.916992 0.5
0.923828 0.5
0.930664 0.5
0.9375 0.5
0.944336 0.5
0.951172 0.5
0.958008 0.5
0.964844 0.5
0.97168 0.5
0.978516 0.5
0.985352 0.5
0.992188 0.5
0.999023 0.5
1 0.5
