p ratio
0.00251522 0.00453126
0.00501518 0.00777518
0.00751514 0.0107483
0.0100151 0.0135614
0.0125151 0.0162612
0.015015 0.0188733
0.017515 0.0214136
0.0200149 0.023893
0.0225149 0.0263194
0.0250149 0.0286987
0.0275148 0.0310355
0.0300148 0.0333335
0.0325147 0.0355959
0.0350147 0.0378251
0.0375146 0.0400234
0.0400146 0.0421926
0.0425146 0.0443342
0.0450145 0.0464499
0.0475145 0.0485407
0.0500144 0.0506078
0.0525144 0.0526523
0.0550144 0.054675
0.0575143 0.0566769
0.0600143 0.0586585
0.0625142 0.0606208
0.0650142 0.0625642
0.0675142 0.0644894
0.0700141 0.066397
0.0725141 0.0682875
0.075014 0.0701613
0.077514 0.0720189
0.080014 0.0738608
0.0825139 0.0756874
0.0850139 0.0774989
0.0875138 0.0792959
0.0900138 0.0810786
0.0925138 0.0828474
0.0950137 0.0846026
0.0975137 0.0863444
0.100014 0.0880732
0.102514 0.0897892
0.105014 0.0914927
0.107514 0.093184
0.110013 0.0948632
0.112513 0.0965306
0.115013 0.0981865
0.117513 0.099831
0.120013 0.101464
0.122513 0.103087
0.125013 0.104698
0.127513 0.106299
0.130013 0.10789
0.132513 0.109471
0.135013 0.111041
0.137513 0.112601
0.140013 0.114152
0.142513 0.115693
0.145013 0.117225
0.147513 0.118748
0.150013 0.120261
0.152513 0.121765
0.155013 0.123261
0.157513 0.124747
0.160013 0.126225
0.162513 0.127695
0.165013 0.129156
0.167513 0.130609
0.170012 0.132054
0.172512 0.133491
0.175012 0.13492
0.177512 0.136341
0.180012 0.137754
0.182512 0.13916
0.185012 0.140558
0.187512 0.141949
0.190012 0.143333
0.192512 0.144709
0.195012 0.146078
0.197512 0.147441
0.200012 0.148796
0.202512 0.150144
0.205012 0.151486
0.207512 0.152821
0.210012 0.154149
0.212512 0.155471
0.215012 0.156787
0.217512 0.158096
0.220012 0.159398
0.222512 0.160695
0.225012 0.161985
0.227512 0.16327
0.230012 0.164548
0.232511 0.16582
0.235011 0.167087
0.237511 0.168348
0.240011 0.169603
0.242511 0.170852
0.245011 0.172096
0.247511 0.173334
0.250011 0.174567
0.252511 0.175794
0.255011 0.177016
0.257511 0.178233
0.260011 0.179444
0.262511 0.18065
0.265011 0.181852
0.267511 0.183048
0.270011 0.184239
0.272511 0.185425
0.275011 0.186606
0.277511 0.187782
0.280011 0.188954
0.282511 0.190121
0.285011 0.191283
0.287511 0.19244
0.290011 0.193593
0.292511 0.194742
0.29501 0.195885
0.29751 0.197025
0.30001 0.19816
0.30251 0.19929
0.30501 0.200416
0.30751 0.201538
0.31001 0.202656
0.31251 0.20377
0.31501 0.204879
0.31751 0.205984
0.32001 0.207086
0.32251 0.208183
0.32501 0.209276
0.32751 0.210366
0.33001 0.211451
0.33251 0.212533
0.33501 0.21361
0.33751 0.214684
0.34001 0.215754
0.34251 0.216821
0.34501 0.217884
0.34751 0.218943
0.35001 0.219999
0.35251 0.221051
0.355009 0.222099
0.357509 0.223144
0.360009 0.224186
0.362509 0.225224
0.365009 0.226259
0.367509 0.227291
0.370009 0.228319
0.372509 0.229344
0.375009 0.230365
0.377509 0.231384
0.380009 0.232399
0.382509 0.233411
0.385009 0.23442
0.387509 0.235426
0.390009 0.236429
0.392509 0.237428
0.395009 0.238425
0.397509 0.239419
0.400009 0.24041
0.402509 0.241398
0.405009 0.242383
0.407509 0.243365
0.410009 0.244345
0.412509 0.245321
0.415009 0.246295
0.417508 0.247266
0.420008 0.248235
0.422508 0.249201
0.425008 0.250164
0.427508 0.251124
0.430008 0.252082
0.432508 0.253037
0.435008 0.25399
0.437508 0.25494
0.440008 0.255888
0.442508 0.256833
0.445008 0.257776
0.447508 0.258717
0.450008 0.259655
0.452508 0.260591
0.455008 0.261524
0.457508 0.262455
0.460008 0.263384
0.462508 0.26431
0.465008 0.265235
0.467508 0.266157
0.470008 0.267077
0.472508 0.267995
0.475008 0.26891
0.477507 0.269824
0.480007 0.270735
0.482507 0.271644
0.485007 0.272552
0.487507 0.273457
0.490007 0.27436
0.492507 0.275262
0.495007 0.276161
0.497507 0.277058
0.500007 0.277954
0.502507 0.278848
0.505007 0.279739
0.507507 0.280629
0.510007 0.281518
0.512507 0.282404
0.515007 0.283289
0.517507 0.284172
0.520007 0.285053
0.522507 0.285932
0.525007 0.28681
0.527507 0.287686
0.530007 0.288561
0.532507 0.289433
0.535007 0.290305
0.537507 0.291175
0.540006 0.292043
0.542506 0.292909
0.545006 0.293775
0.547506 0.294638
0.550006 0.295501
0.552506 0.296361
0.555006 0.297221
0.557506 0.298079
0.560006 0.298936
0.562506 0.299791
0.565006 0.300645
0.567506 0.301498
0.570006 0.302349
0.572506 0.303199
0.575006 0.304048
0.577506 0.304896
0.580006 0.305743
0.582506 0.306588
0.585006 0.307432
0.587506 0.308275
0.590006 0.309117
0.592506 0.309958
0.595006 0.310798
0.597506 0.311637
0.600006 0.312475
0.602505 0.313312
0.605005 0.314147
0.607505 0.314982
0.610005 0.315816
0.612505 0.31665
0.615005 0.317482
0.617505 0.318313
0.620005 0.319144
0.622505 0.319974
0.625005 0.320803
0.627505 0.321631
0.630005 0.322458
0.632505 0.323285
0.635005 0.324111
0.637505 0.324937
0.640005 0.325761
0.642505 0.326586
0.645005 0.327409
0.647505 0.328232
0.650005 0.329055
0.652505 0.329877
0.655005 0.330698
0.657505 0.331519
0.660005 0.33234
0.662504 0.33316
0.665004 0.33398
0.667504 0.334799
0.670004 0.335619
0.672504 0.336437
0.675004 0.337256
0.677504 0.338074
0.680004 0.338892
0.682504 0.33971
0.685004 0.340528
0.687504 0.341346
0.690004 0.342163
0.692504 0.342981
0.695004 0.343798
0.697504 0.344616
0.700004 0.345433
0.702504 0.34625
0.705004 0.347068
0.707504 0.347886
0.710004 0.348704
0.712504 0.349522
0.715004 0.35034
0.717504 0.351158
0.720004 0.351977
0.722504 0.352796
0.725003 0.353616
0.727503 0.354435
0.730003 0.355256
0.732503 0.356077
0.735003 0.356898
0.737503 0.35772
0.740003 0.358542
0.742503 0.359365
0.745003 0.360189
0.747503 0.361013
0.750003 0.361839
0.752503 0.362665
0.755003 0.363491
0.757503 0.364319
0.760003 0.365148
0.762503 0.365978
0.765003 0.366808
0.767503 0.36764
0.770003 0.368473
0.772503 0.369307
0.775003 0.370143
0.777503 0.37098
0.780003 0.371818
0.782503 0.372658
0.785002 0.373499
0.787502 0.374341
0.790002 0.375185
0.792502 0.376031
0.795002 0.376879
0.797502 0.377729
0.800002 0.37858
0.802502 0.379433
0.805002 0.380289
0.807502 0.381146
0.810002 0.382006
0.812502 0.382868
0.815002 0.383733
0.817502 0.384599
0.820002 0.385469
0.822502 0.386341
0.825002 0.387216
0.827502 0.388093
0.830002 0.388974
0.832502 0.389858
0.835002 0.390744
0.837502 0.391635
0.840002 0.392528
0.842502 0.393425
0.845002 0.394326
0.847501 0.395231
0.850001 0.396139
0.852501 0.397052
0.855001 0.397969
0.857501 0.39889
0.860001 0.399816
0.862501 0.400747
0.865001 0.401683
0.867501 0.402624
0.870001 0.40357
0.872501 0.404522
0.875001 0.40548
0.877501 0.406443
0.880001 0.407413
0.882501 0.40839
0.885001 0.409374
0.887501 0.410364
0.890001 0.411362
0.892501 0.412368
0.895001 0.413382
0.897501 0.414405
0.900001 0.415436
0.902501 0.416477
0.905001 0.417528
0.907501 0.418588
0.91 0.41966
0.9125 0.420743
0.915 0.421838
0.9175 0.422946
0.92 0.424067
0.9225 0.425202
0.925 0.426353
0.9275 0.427519
0.93 0.428701
0.9325 0.429902
0.935 0.431122
0.9375 0.432362
0.94 0.433624
0.9425 0.43491
0.945 0.436221
0.9475 0.437559
0.95 0.438927
0.9525 0.440328
0.955 0.441763
0.9575 0.443238
0.96 0.444755
0.9625 0.44632
0.965 0.447938
0.9675 0.449615
0.969999 0.45136
0.972499 0.453183
0.974999 0.455097
0.977499 0.457117
0.979999 0.459264
0.982499 0.461567
0.984999 0.464066
0.987499 0.466822
0.989999 0.46993
0.992499 0.473558
0.994999 0.478058
0.997499 0.484435
0.999999 0.513016
