in_000,in_001,in_010,in_011,in_100,in_101,in_110,in_111,circuit_complexity
10,00,00,01,00,10,11,11,6
11,00,00,01,00,10,11,11,7
10,01,00,01,00,10,11,11,7
11,01,00,01,00,10,11,11,7
10,00,01,01,00,10,11,11,4
11,00,01,01,00,10,11,11,5
10,01,01,01,00,10,11,11,5
11,01,01,01,00,10,11,11,5
10,00,00,00,01,10,11,11,6
11,00,00,00,01,10,11,11,6
10,01,00,00,01,10,11,11,7
11,01,00,00,01,10,11,11,7
10,00,01,00,01,10,11,11,7
11,00,01,00,01,10,11,11,6
10,01,01,00,01,10,11,11,8
11,01,01,00,01,10,11,11,7
10,00,00,01,01,10,11,11,7
11,00,00,01,01,10,11,11,7
10,01,00,01,01,10,11,11,7
11,01,00,01,01,10,11,11,8
10,00,01,01,01,10,11,11,5
11,00,01,01,01,10,11,11,5
10,01,01,01,01,10,11,11,5
11,01,01,01,01,10,11,11,5
10,00,00,00,00,11,11,11,4
11,00,00,00,00,11,11,11,4
10,01,00,00,00,11,11,11,6
11,01,00,00,00,11,11,11,6
10,00,01,00,00,11,11,11,6
11,00,01,00,00,11,11,11,6
10,01,01,00,00,11,11,11,7
11,01,01,00,00,11,11,11,7
10,00,00,01,00,11,11,11,6
11,00,00,01,00,11,11,11,6
10,01,00,01,00,11,11,11,5
11,01,00,01,00,11,11,11,5
10,00,01,01,00,11,11,11,5
11,00,01,01,00,11,11,11,5
10,01,01,01,00,11,11,11,4
11,01,01,01,00,11,11,11,4
10,00,00,00,01,11,11,11,4
11,00,00,00,01,11,11,11,4
10,01,00,00,01,11,11,11,6
11,01,00,00,01,11,11,11,5
10,00,01,00,01,11,11,11,6
11,00,01,00,01,11,11,11,5
10,01,01,00,01,11,11,11,7
11,01,01,00,01,11,11,11,6
10,00,00,01,01,11,11,11,6
11,00,00,01,01,11,11,11,6
10,01,00,01,01,11,11,11,5
11,01,00,01,01,11,11,11,5
10,00,01,01,01,11,11,11,5
11,00,01,01,01,11,11,11,5
10,01,01,01,01,11,11,11,4
11,01,01,01,01,11,11,11,4
00,10,00,00,00,10,10,10,3
01,10,00,00,00,10,10,10,4
00,11,00,00,00,10,10,10,4
01,11,00,00,00,10,10,10,4
00,10,01,00,00,10,10,10,4
01,10,01,00,00,10,10,10,4
00,11,01,00,00,10,10,10,6
01,11,01,00,00,10,10,10,5
00,10,00,01,00,10,10,10,4
01,10,00,01,00,10,10,10,6
00,11,00,01,00,10,10,10,4
01,11,00,01,00,10,10,10,5
00,10,01,01,00,10,10,10,3
01,10,01,01,00,10,10,10,4
00,11,01,01,00,10,10,10,4
01,11,01,01,00,10,10,10,3
00,10,00,00,01,10,10,10,4
01,10,00,00,01,10,10,10,3
00,11,00,00,01,10,10,10,6
01,11,00,00,01,10,10,10,5
00,10,01,00,01,10,10,10,6
01,10,01,00,01,10,10,10,4
00,11,01,00,01,10,10,10,8
01,11,01,00,01,10,10,10,6
00,10,00,01,01,10,10,10,5
01,10,00,01,01,10,10,10,5
00,11,00,01,01,10,10,10,6
01,11,00,01,01,10,10,10,5
00,10,01,01,01,10,10,10,5
01,10,01,01,01,10,10,10,3
00,11,01,01,01,10,10,10,6
01,11,01,01,01,10,10,10,4
00,10,00,00,00,11,10,10,4
01,10,00,00,00,11,10,10,7
00,11,00,00,00,11,10,10,3
01,11,00,00,00,11,10,10,5
00,10,01,00,00,11,10,10,7
01,10,01,00,00,11,10,10,6
00,11,01,00,00,11,10,10,6
01,11,01,00,00,11,10,10,5
00,10,00,01,00,11,10,10,6
01,10,00,01,00,11,10,10,8
00,11,00,01,00,11,10,10,4
01,11,00,01,00,11,10,10,6
00,10,01,01,00,11,10,10,6
01,10,01,01,00,11,10,10,6
00,11,01,01,00,11,10,10,5
01,11,01,01,00,11,10,10,4
00,10,00,00,01,11,10,10,4
01,10,00,00,01,11,10,10,5
00,11,00,00,01,11,10,10,5
01,11,00,00,01,11,10,10,3
00,10,01,00,01,11,10,10,6
01,10,01,00,01,11,10,10,5
00,11,01,00,01,11,10,10,7
01,11,01,00,01,11,10,10,5
00,10,00,01,01,11,10,10,6
01,10,00,01,01,11,10,10,7
00,11,00,01,01,11,10,10,5
01,11,00,01,01,11,10,10,5
00,10,01,01,01,11,10,10,5
01,10,01,01,01,11,10,10,5
00,11,01,01,01,11,10,10,6
01,11,01,01,01,11,10,10,3
00,10,00,00,00,10,11,10,4
01,10,00,00,00,10,11,10,6
00,11,00,00,00,10,11,10,5
01,11,00,00,00,10,11,10,6
00,10,01,00,00,10,11,10,4
01,10,01,00,00,10,11,10,5
00,11,01,00,00,10,11,10,6
01,11,01,00,00,10,11,10,6
00,10,00,01,00,10,11,10,6
01,10,00,01,00,10,11,10,8
00,11,00,01,00,10,11,10,6
01,11,00,01,00,10,11,10,7
00,10,01,01,00,10,11,10,5
01,10,01,01,00,10,11,10,6
00,11,01,01,00,10,11,10,5
01,11,01,01,00,10,11,10,5
00,10,00,00,01,10,11,10,4
01,10,00,00,01,10,11,10,4
00,11,00,00,01,10,11,10,6
01,11,00,00,01,10,11,10,5
00,10,01,00,01,10,11,10,5
01,10,01,00,01,10,11,10,3
00,11,01,00,01,10,11,10,7
01,11,01,00,01,10,11,10,5
00,10,00,01,01,10,11,10,6
01,10,00,01,01,10,11,10,6
00,11,00,01,01,10,11,10,6
01,11,00,01,01,10,11,10,6
00,10,01,01,01,10,11,10,5
01,10,01,01,01,10,11,10,4
00,11,01,01,01,10,11,10,6
01,11,01,01,01,10,11,10,4
00,10,00,00,00,11,11,10,6
01,10,00,00,00,11,11,10,8
00,11,00,00,00,11,11,10,5
01,11,00,00,00,11,11,10,7
00,10,01,00,00,11,11,10,6
01,10,01,00,00,11,11,10,7
00,11,01,00,00,11,11,10,5
01,11,01,00,00,11,11,10,6
00,10,00,01,00,11,11,10,8
01,10,00,01,00,11,11,10,8
00,11,00,01,00,11,11,10,6
01,11,00,01,00,11,11,10,8
00,10,01,01,00,11,11,10,7
01,10,01,01,00,11,11,10,8
00,11,01,01,00,11,11,10,6
01,11,01,01,00,11,11,10,6
00,10,00,00,01,11,11,10,5
01,10,00,00,01,11,11,10,6
00,11,00,00,01,11,11,10,5
01,11,00,00,01,11,11,10,5
00,10,01,00,01,11,11,10,6
01,10,01,00,01,11,11,10,5
00,11,01,00,01,11,11,10,6
01,11,01,00,01,11,11,10,4
00,10,00,01,01,11,11,10,7
01,10,00,01,01,11,11,10,8
00,11,00,01,01,11,11,10,6
01,11,00,01,01,11,11,10,7
00,10,01,01,01,11,11,10,6
01,10,01,01,01,11,11,10,6
00,11,01,01,01,11,11,10,7
01,11,01,01,01,11,11,10,4
00,10,00,00,00,10,10,11,4
01,10,00,00,00,10,10,11,7
00,11,00,00,00,10,10,11,6
01,11,00,00,00,10,10,11,6
00,10,01,00,00,10,10,11,7
01,10,01,00,00,10,10,11,6
00,11,01,00,00,10,10,11,8
01,11,01,00,00,10,10,11,7
00,10,00,01,00,10,10,11,4
01,10,00,01,00,10,10,11,6
00,11,00,01,00,10,10,11,5
01,11,00,01,00,10,10,11,6
00,10,01,01,00,10,10,11,5
01,10,01,01,00,10,10,11,5
00,11,01,01,00,10,10,11,6
01,11,01,01,00,10,10,11,5
00,10,00,00,01,10,10,11,6
01,10,00,00,01,10,10,11,6
00,11,00,00,01,10,10,11,8
01,11,00,00,01,10,10,11,7
00,10,01,00,01,10,10,11,8
01,10,01,00,01,10,10,11,6
00,11,01,00,01,10,10,11,8
01,11,01,00,01,10,10,11,8
00,10,00,01,01,10,10,11,6
01,10,00,01,01,10,10,11,5
00,11,00,01,01,10,10,11,7
01,11,00,01,01,10,10,11,6
00,10,01,01,01,10,10,11,7
01,10,01,01,01,10,10,11,5
00,11,01,01,01,10,10,11,8
01,11,01,01,01,10,10,11,6
00,10,00,00,00,11,10,11,4
01,10,00,00,00,11,10,11,6
00,11,00,00,00,11,10,11,4
01,11,00,00,00,11,10,11,5
00,10,01,00,00,11,10,11,6
01,10,01,00,00,11,10,11,6
00,11,01,00,00,11,10,11,6
01,11,01,00,00,11,10,11,6
00,10,00,01,00,11,10,11,5
01,10,00,01,00,11,10,11,7
00,11,00,01,00,11,10,11,3
01,11,00,01,00,11,10,11,5
00,10,01,01,00,11,10,11,5
01,10,01,01,00,11,10,11,6
00,11,01,01,00,11,10,11,4
01,11,01,01,00,11,10,11,4
00,10,00,00,01,11,10,11,5
01,10,00,00,01,11,10,11,5
00,11,00,00,01,11,10,11,6
01,11,00,00,01,11,10,11,5
00,10,01,00,01,11,10,11,7
01,10,01,00,01,11,10,11,6
00,11,01,00,01,11,10,11,8
01,11,01,00,01,11,10,11,6
00,10,00,01,01,11,10,11,6
01,10,00,01,01,11,10,11,6
00,11,00,01,01,11,10,11,5
01,11,00,01,01,11,10,11,4
00,10,01,01,01,11,10,11,6
01,10,01,01,01,11,10,11,5
00,11,01,01,01,11,10,11,6
01,11,01,01,01,11,10,11,4
00,10,00,00,00,10,11,11,3
01,10,00,00,00,10,11,11,6
00,11,00,00,00,10,11,11,5
01,11,00,00,00,10,11,11,5
00,10,01,00,00,10,11,11,5
01,10,01,00,00,10,11,11,5
00,11,01,00,00,10,11,11,7
01,11,01,00,00,10,11,11,6
00,10,00,01,00,10,11,11,5
01,10,00,01,00,10,11,11,7
00,11,00,01,00,10,11,11,5
01,11,00,01,00,10,11,11,6
00,10,01,01,00,10,11,11,3
01,10,01,01,00,10,11,11,5
00,11,01,01,00,10,11,11,5
01,11,01,01,00,10,11,11,4
00,10,00,00,01,10,11,11,4
01,10,00,00,01,10,11,11,5
00,11,00,00,01,10,11,11,6
01,11,00,00,01,10,11,11,6
00,10,01,00,01,10,11,11,6
01,10,01,00,01,10,11,11,4
00,11,01,00,01,10,11,11,8
01,11,01,00,01,10,11,11,6
00,10,00,01,01,10,11,11,5
01,10,00,01,01,10,11,11,6
00,11,00,01,01,10,11,11,6
01,11,00,01,01,10,11,11,7
00,10,01,01,01,10,11,11,5
01,10,01,01,01,10,11,11,3
00,11,01,01,01,10,11,11,7
01,11,01,01,01,10,11,11,4
00,10,00,00,00,11,11,11,4
01,10,00,00,00,11,11,11,6
00,11,00,00,00,11,11,11,3
01,11,00,00,00,11,11,11,5
00,10,01,00,00,11,11,11,5
01,10,01,00,00,11,11,11,6
00,11,01,00,00,11,11,11,5
01,11,01,00,00,11,11,11,5
00,10,00,01,00,11,11,11,6
01,10,00,01,00,11,11,11,8
00,11,00,01,00,11,11,11,4
01,11,00,01,00,11,11,11,6
00,10,01,01,00,11,11,11,5
01,10,01,01,00,11,11,11,6
00,11,01,01,00,11,11,11,3
01,11,01,01,00,11,11,11,4
00,10,00,00,01,11,11,11,3
01,10,00,00,01,11,11,11,4
00,11,00,00,01,11,11,11,4
01,11,00,00,01,11,11,11,3
00,10,01,00,01,11,11,11,5
01,10,01,00,01,11,11,11,4
00,11,01,00,01,11,11,11,6
01,11,01,00,01,11,11,11,4
00,10,00,01,01,11,11,11,5
01,10,00,01,01,11,11,11,6
00,11,00,01,01,11,11,11,4
01,11,00,01,01,11,11,11,4
00,10,01,01,01,11,11,11,4
01,10,01,01,01,11,11,11,4
00,11,01,01,01,11,11,11,4
01,11,01,01,01,11,11,11,3
10,10,00,00,00,10,10,10,4
11,10,00,00,00,10,10,10,5
10,11,00,00,00,10,10,10,5
11,11,00,00,00,10,10,10,4
10,10,01,00,00,10,10,10,5
11,10,01,00,00,10,10,10,5
10,11,01,00,00,10,10,10,7
11,11,01,00,00,10,10,10,6
10,10,00,01,00,10,10,10,5
11,10,00,01,00,10,10,10,7
10,11,00,01,00,10,10,10,5
11,11,00,01,00,10,10,10,6
10,10,01,01,00,10,10,10,4
11,10,01,01,00,10,10,10,6
10,11,01,01,00,10,10,10,5
11,11,01,01,00,10,10,10,4
10,10,00,00,01,10,10,10,4
11,10,00,00,01,10,10,10,4
10,11,00,00,01,10,10,10,7
11,11,00,00,01,10,10,10,5
10,10,01,00,01,10,10,10,5
11,10,01,00,01,10,10,10,5
10,11,01,00,01,10,10,10,7
11,11,01,00,01,10,10,10,6
10,10,00,01,01,10,10,10,6
11,10,00,01,01,10,10,10,6
10,11,00,01,01,10,10,10,6
11,11,00,01,01,10,10,10,6
10,10,01,01,01,10,10,10,4
11,10,01,01,01,10,10,10,5
10,11,01,01,01,10,10,10,6
11,11,01,01,01,10,10,10,4
10,10,00,00,00,11,10,10,5
11,10,00,00,00,11,10,10,6
10,11,00,00,00,11,10,10,5
11,11,00,00,00,11,10,10,4
10,10,01,00,00,11,10,10,7
11,10,01,00,00,11,10,10,7
10,11,01,00,00,11,10,10,7
11,11,01,00,00,11,10,10,6
10,10,00,01,00,11,10,10,6
11,10,00,01,00,11,10,10,8
10,11,00,01,00,11,10,10,5
11,11,00,01,00,11,10,10,6
10,10,01,01,00,11,10,10,6
11,10,01,01,00,11,10,10,7
10,11,01,01,00,11,10,10,6
11,11,01,01,00,11,10,10,5
10,10,00,00,01,11,10,10,4
11,10,00,00,01,11,10,10,6
10,11,00,00,01,11,10,10,5
11,11,00,00,01,11,10,10,4
10,10,01,00,01,11,10,10,6
11,10,01,00,01,11,10,10,6
10,11,01,00,01,11,10,10,7
11,11,01,00,01,11,10,10,6
10,10,00,01,01,11,10,10,6
11,10,00,01,01,11,10,10,8
10,11,00,01,01,11,10,10,6
11,11,00,01,01,11,10,10,6
10,10,01,01,01,11,10,10,5
11,10,01,01,01,11,10,10,7
10,11,01,01,01,11,10,10,6
11,11,01,01,01,11,10,10,4
10,10,00,00,00,10,11,10,5
11,10,00,00,00,10,11,10,5
10,11,00,00,00,10,11,10,7
11,11,00,00,00,10,11,10,6
10,10,01,00,00,10,11,10,5
11,10,01,00,00,10,11,10,5
10,11,01,00,00,10,11,10,6
11,11,01,00,00,10,11,10,6
10,10,00,01,00,10,11,10,7
11,10,00,01,00,10,11,10,7
10,11,00,01,00,10,11,10,7
11,11,00,01,00,10,11,10,7
10,10,01,01,00,10,11,10,6
11,10,01,01,00,10,11,10,6
10,11,01,01,00,10,11,10,6
11,11,01,01,00,10,11,10,5
10,10,00,00,01,10,11,10,4
11,10,00,00,01,10,11,10,5
10,11,00,00,01,10,11,10,7
11,11,00,00,01,10,11,10,6
10,10,01,00,01,10,11,10,5
11,10,01,00,01,10,11,10,4
10,11,01,00,01,10,11,10,7
11,11,01,00,01,10,11,10,5
10,10,00,01,01,10,11,10,6
11,10,00,01,01,10,11,10,7
10,11,00,01,01,10,11,10,6
11,11,00,01,01,10,11,10,7
10,10,01,01,01,10,11,10,5
11,10,01,01,01,10,11,10,5
10,11,01,01,01,10,11,10,7
11,11,01,01,01,10,11,10,5
10,10,00,00,00,11,11,10,6
11,10,00,00,00,11,11,10,6
10,11,00,00,00,11,11,10,7
11,11,00,00,00,11,11,10,6
10,10,01,00,00,11,11,10,7
11,10,01,00,00,11,11,10,6
10,11,01,00,00,11,11,10,6
11,11,01,00,00,11,11,10,6
10,10,00,01,00,11,11,10,8
11,10,00,01,00,11,11,10,7
10,11,00,01,00,11,11,10,7
11,11,00,01,00,11,11,10,7
10,10,01,01,00,11,11,10,7
11,10,01,01,00,11,11,10,7
10,11,01,01,00,11,11,10,7
11,11,01,01,00,11,11,10,7
10,10,00,00,01,11,11,10,6
11,10,00,00,01,11,11,10,6
10,11,00,00,01,11,11,10,6
11,11,00,00,01,11,11,10,5
10,10,01,00,01,11,11,10,6
11,10,01,00,01,11,11,10,5
10,11,01,00,01,11,11,10,7
11,11,01,00,01,11,11,10,5
10,10,00,01,01,11,11,10,8
11,10,00,01,01,11,11,10,8
10,11,00,01,01,11,11,10,6
11,11,00,01,01,11,11,10,7
10,10,01,01,01,11,11,10,7
11,10,01,01,01,11,11,10,6
10,11,01,01,01,11,11,10,7
11,11,01,01,01,11,11,10,5
10,10,00,00,00,10,10,11,5
11,10,00,00,00,10,10,11,7
10,11,00,00,00,10,10,11,6
11,11,00,00,00,10,10,11,7
10,10,01,00,00,10,10,11,7
11,10,01,00,00,10,10,11,6
10,11,01,00,00,10,10,11,8
11,11,01,00,00,10,10,11,8
10,10,00,01,00,10,10,11,5
11,10,00,01,00,10,10,11,7
10,11,00,01,00,10,10,11,5
11,11,00,01,00,10,10,11,6
10,10,01,01,00,10,10,11,5
11,10,01,01,00,10,10,11,6
10,11,01,01,00,10,10,11,6
11,11,01,01,00,10,10,11,6
10,10,00,00,01,10,10,11,7
11,10,00,00,01,10,10,11,7
10,11,00,00,01,10,10,11,7
11,11,00,00,01,10,10,11,7
10,10,01,00,01,10,10,11,7
11,10,01,00,01,10,10,11,7
10,11,01,00,01,10,10,11,7
11,11,01,00,01,10,10,11,8
10,10,00,01,01,10,10,11,6
11,10,00,01,01,10,10,11,6
10,11,00,01,01,10,10,11,6
11,11,00,01,01,10,10,11,7
10,10,01,01,01,10,10,11,6
11,10,01,01,01,10,10,11,7
10,11,01,01,01,10,10,11,6
11,11,01,01,01,10,10,11,6
10,10,00,00,00,11,10,11,5
11,10,00,00,00,11,10,11,7
10,11,00,00,00,11,10,11,5
11,11,00,00,00,11,10,11,5
10,10,01,00,00,11,10,11,7
11,10,01,00,00,11,10,11,6
10,11,01,00,00,11,10,11,7
11,11,01,00,00,11,10,11,6
10,10,00,01,00,11,10,11,5
11,10,00,01,00,11,10,11,7
10,11,00,01,00,11,10,11,4
11,11,00,01,00,11,10,11,5
10,10,01,01,00,11,10,11,6
11,10,01,01,00,11,10,11,7
10,11,01,01,00,11,10,11,5
11,11,01,01,00,11,10,11,4
10,10,00,00,01,11,10,11,5
11,10,00,00,01,11,10,11,6
10,11,00,00,01,11,10,11,6
11,11,00,00,01,11,10,11,6
10,10,01,00,01,11,10,11,7
11,10,01,00,01,11,10,11,7
10,11,01,00,01,11,10,11,7
11,11,01,00,01,11,10,11,7
10,10,00,01,01,11,10,11,6
11,10,00,01,01,11,10,11,6
10,11,00,01,01,11,10,11,5
11,11,00,01,01,11,10,11,5
10,10,01,01,01,11,10,11,6
11,10,01,01,01,11,10,11,7
10,11,01,01,01,11,10,11,5
11,11,01,01,01,11,10,11,5
10,10,00,00,00,10,11,11,4
11,10,00,00,00,10,11,11,6
10,11,00,00,00,10,11,11,7
11,11,00,00,00,10,11,11,5
10,10,01,00,00,10,11,11,6
11,10,01,00,00,10,11,11,6
10,11,01,00,00,10,11,11,8
11,11,01,00,00,10,11,11,6
10,10,00,01,00,10,11,11,6
11,10,00,01,00,10,11,11,7
10,11,00,01,00,10,11,11,6
11,11,00,01,00,10,11,11,6
10,10,01,01,00,10,11,11,4
11,10,01,01,00,10,11,11,5
10,11,01,01,00,10,11,11,6
11,11,01,01,00,10,11,11,4
10,10,00,00,01,10,11,11,5
11,10,00,00,01,10,11,11,6
10,11,00,00,01,10,11,11,7
11,11,00,00,01,10,11,11,6
10,10,01,00,01,10,11,11,6
11,10,01,00,01,10,11,11,5
10,11,01,00,01,10,11,11,8
11,11,01,00,01,10,11,11,6
10,10,00,01,01,10,11,11,6
11,10,00,01,01,10,11,11,7
10,11,00,01,01,10,11,11,7
11,11,00,01,01,10,11,11,7
10,10,01,01,01,10,11,11,4
11,10,01,01,01,10,11,11,5
10,11,01,01,01,10,11,11,6
11,11,01,01,01,10,11,11,5
10,10,00,00,00,11,11,11,4
11,10,00,00,00,11,11,11,6
10,11,00,00,00,11,11,11,5
11,11,00,00,00,11,11,11,4
10,10,01,00,00,11,11,11,6
11,10,01,00,00,11,11,11,6
10,11,01,00,00,11,11,11,6
11,11,01,00,00,11,11,11,6
10,10,00,01,00,11,11,11,6
11,10,00,01,00,11,11,11,7
10,11,00,01,00,11,11,11,5
11,11,00,01,00,11,11,11,5
10,10,01,01,00,11,11,11,5
11,10,01,01,00,11,11,11,7
10,11,01,01,00,11,11,11,4
11,11,01,01,00,11,11,11,4
10,10,00,00,01,11,11,11,4
11,10,00,00,01,11,11,11,5
10,11,00,00,01,11,11,11,6
11,11,00,00,01,11,11,11,4
10,10,01,00,01,11,11,11,6
11,10,01,00,01,11,11,11,5
10,11,01,00,01,11,11,11,7
11,11,01,00,01,11,11,11,5
10,10,00,01,01,11,11,11,6
11,10,00,01,01,11,11,11,7
10,11,00,01,01,11,11,11,5
11,11,00,01,01,11,11,11,5
10,10,01,01,01,11,11,11,4
11,10,01,01,01,11,11,11,5
10,11,01,01,01,11,11,11,5
11,11,01,01,01,11,11,11,4
00,00,10,00,00,10,10,10,3
01,00,10,00,00,10,10,10,4
00,01,10,00,00,10,10,10,4
01,01,10,00,00,10,10,10,4
00,00,11,00,00,10,10,10,4
01,00,11,00,00,10,10,10,4
00,01,11,00,00,10,10,10,6
01,01,11,00,00,10,10,10,5
00,00,10,01,00,10,10,10,4
01,00,10,01,00,10,10,10,6
00,01,10,01,00,10,10,10,3
01,01,10,01,00,10,10,10,4
00,00,11,01,00,10,10,10,4
01,00,11,01,00,10,10,10,5
00,01,11,01,00,10,10,10,4
01,01,11,01,00,10,10,10,3
00,00,10,00,01,10,10,10,4
01,00,10,00,01,10,10,10,3
00,01,10,00,01,10,10,10,6
01,01,10,00,01,10,10,10,4
00,00,11,00,01,10,10,10,6
01,00,11,00,01,10,10,10,5
00,01,11,00,01,10,10,10,8
01,01,11,00,01,10,10,10,6
00,00,10,01,01,10,10,10,5
01,00,10,01,01,10,10,10,5
00,01,10,01,01,10,10,10,5
01,01,10,01,01,10,10,10,3
00,00,11,01,01,10,10,10,6
01,00,11,01,01,10,10,10,5
00,01,11,01,01,10,10,10,6
01,01,11,01,01,10,10,10,4
00,00,10,00,00,11,10,10,4
01,00,10,00,00,11,10,10,6
00,01,10,00,00,11,10,10,4
01,01,10,00,00,11,10,10,5
00,00,11,00,00,11,10,10,5
01,00,11,00,00,11,10,10,6
00,01,11,00,00,11,10,10,6
01,01,11,00,00,11,10,10,6
00,00,10,01,00,11,10,10,6
01,00,10,01,00,11,10,10,8
00,01,10,01,00,11,10,10,5
01,01,10,01,00,11,10,10,6
00,00,11,01,00,11,10,10,6
01,00,11,01,00,11,10,10,7
00,01,11,01,00,11,10,10,5
01,01,11,01,00,11,10,10,5
00,00,10,00,01,11,10,10,4
01,00,10,00,01,11,10,10,4
00,01,10,00,01,11,10,10,5
01,01,10,00,01,11,10,10,3
00,00,11,00,01,11,10,10,6
01,00,11,00,01,11,10,10,5
00,01,11,00,01,11,10,10,7
01,01,11,00,01,11,10,10,5
00,00,10,01,01,11,10,10,6
01,00,10,01,01,11,10,10,6
00,01,10,01,01,11,10,10,5
01,01,10,01,01,11,10,10,4
00,00,11,01,01,11,10,10,6
01,00,11,01,01,11,10,10,6
00,01,11,01,01,11,10,10,6
01,01,11,01,01,11,10,10,4
00,00,10,00,00,10,11,10,4
01,00,10,00,00,10,11,10,7
00,01,10,00,00,10,11,10,7
01,01,10,00,00,10,11,10,6
00,00,11,00,00,10,11,10,3
01,00,11,00,00,10,11,10,5
00,01,11,00,00,10,11,10,6
01,01,11,00,00,10,11,10,5
00,00,10,01,00,10,11,10,6
01,00,10,01,00,10,11,10,8
00,01,10,01,00,10,11,10,6
01,01,10,01,00,10,11,10,6
00,00,11,01,00,10,11,10,4
01,00,11,01,00,10,11,10,6
00,01,11,01,00,10,11,10,5
01,01,11,01,00,10,11,10,4
00,00,10,00,01,10,11,10,4
01,00,10,00,01,10,11,10,5
00,01,10,00,01,10,11,10,6
01,01,10,00,01,10,11,10,5
00,00,11,00,01,10,11,10,5
01,00,11,00,01,10,11,10,3
00,01,11,00,01,10,11,10,7
01,01,11,00,01,10,11,10,5
00,00,10,01,01,10,11,10,6
01,00,10,01,01,10,11,10,7
00,01,10,01,01,10,11,10,5
01,01,10,01,01,10,11,10,5
00,00,11,01,01,10,11,10,5
01,00,11,01,01,10,11,10,5
00,01,11,01,01,10,11,10,6
01,01,11,01,01,10,11,10,3
00,00,10,00,00,11,11,10,6
01,00,10,00,00,11,11,10,8
00,01,10,00,00,11,11,10,6
01,01,10,00,00,11,11,10,7
00,00,11,00,00,11,11,10,5
01,00,11,00,00,11,11,10,7
00,01,11,00,00,11,11,10,5
01,01,11,00,00,11,11,10,6
00,00,10,01,00,11,11,10,8
01,00,10,01,00,11,11,10,8
00,01,10,01,00,11,11,10,7
01,01,10,01,00,11,11,10,8
00,00,11,01,00,11,11,10,6
01,00,11,01,00,11,11,10,8
00,01,11,01,00,11,11,10,6
01,01,11,01,00,11,11,10,6
00,00,10,00,01,11,11,10,5
01,00,10,00,01,11,11,10,6
00,01,10,00,01,11,11,10,6
01,01,10,00,01,11,11,10,5
00,00,11,00,01,11,11,10,5
01,00,11,00,01,11,11,10,5
00,01,11,00,01,11,11,10,6
01,01,11,00,01,11,11,10,4
00,00,10,01,01,11,11,10,7
01,00,10,01,01,11,11,10,8
00,01,10,01,01,11,11,10,6
01,01,10,01,01,11,11,10,6
00,00,11,01,01,11,11,10,6
01,00,11,01,01,11,11,10,7
00,01,11,01,01,11,11,10,7
01,01,11,01,01,11,11,10,4
00,00,10,00,00,10,10,11,4
01,00,10,00,00,10,10,11,7
00,01,10,00,00,10,10,11,7
01,01,10,00,00,10,10,11,6
00,00,11,00,00,10,10,11,6
01,00,11,00,00,10,10,11,6
00,01,11,00,00,10,10,11,8
01,01,11,00,00,10,10,11,7
00,00,10,01,00,10,10,11,4
01,00,10,01,00,10,10,11,6
00,01,10,01,00,10,10,11,5
01,01,10,01,00,10,10,11,5
00,00,11,01,00,10,10,11,5
01,00,11,01,00,10,10,11,6
00,01,11,01,00,10,10,11,6
01,01,11,01,00,10,10,11,5
00,00,10,00,01,10,10,11,6
01,00,10,00,01,10,10,11,6
00,01,10,00,01,10,10,11,8
01,01,10,00,01,10,10,11,6
00,00,11,00,01,10,10,11,8
01,00,11,00,01,10,10,11,7
00,01,11,00,01,10,10,11,8
01,01,11,00,01,10,10,11,8
00,00,10,01,01,10,10,11,6
01,00,10,01,01,10,10,11,5
00,01,10,01,01,10,10,11,7
01,01,10,01,01,10,10,11,5
00,00,11,01,01,10,10,11,7
01,00,11,01,01,10,10,11,6
00,01,11,01,01,10,10,11,8
01,01,11,01,01,10,10,11,6
00,00,10,00,00,11,10,11,3
01,00,10,00,00,11,10,11,6
00,01,10,00,00,11,10,11,5
01,01,10,00,00,11,10,11,5
00,00,11,00,00,11,10,11,5
01,00,11,00,00,11,10,11,5
00,01,11,00,00,11,10,11,7
01,01,11,00,00,11,10,11,6
00,00,10,01,00,11,10,11,5
01,00,10,01,00,11,10,11,7
00,01,10,01,00,11,10,11,3
01,01,10,01,00,11,10,11,5
00,00,11,01,00,11,10,11,5
01,00,11,01,00,11,10,11,6
00,01,11,01,00,11,10,11,5
01,01,11,01,00,11,10,11,4
00,00,10,00,01,11,10,11,4
01,00,10,00,01,11,10,11,5
00,01,10,00,01,11,10,11,6
01,01,10,00,01,11,10,11,4
00,00,11,00,01,11,10,11,6
01,00,11,00,01,11,10,11,6
00,01,11,00,01,11,10,11,8
01,01,11,00,01,11,10,11,6
00,00,10,01,01,11,10,11,5
01,00,10,01,01,11,10,11,6
00,01,10,01,01,11,10,11,5
01,01,10,01,01,11,10,11,3
00,00,11,01,01,11,10,11,6
01,00,11,01,01,11,10,11,7
00,01,11,01,01,11,10,11,7
01,01,11,01,01,11,10,11,4
00,00,10,00,00,10,11,11,4
01,00,10,00,00,10,11,11,6
00,01,10,00,00,10,11,11,6
01,01,10,00,00,10,11,11,6
00,00,11,00,00,10,11,11,4
01,00,11,00,00,10,11,11,5
00,01,11,00,00,10,11,11,6
01,01,11,00,00,10,11,11,6
00,00,10,01,00,10,11,11,5
01,00,10,01,00,10,11,11,7
00,01,10,01,00,10,11,11,5
01,01,10,01,00,10,11,11,6
00,00,11,01,00,10,11,11,3
01,00,11,01,00,10,11,11,5
00,01,11,01,00,10,11,11,4
