in_0000,in_0001,in_0010,in_0011,in_0100,in_0101,in_0110,in_0111,in_1000,in_1001,in_1010,in_1011,in_1100,in_1101,in_1110,in_1111,circuit_complexity,support,image_size,weight_bias,footprint
0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,7,4,2,0,12
1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,7,4,2,2,12
0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,6,4,2,2,12
1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,4,4,2,4,12
0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,5,4,2,-8,12
1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,8,4,2,-6,12
0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,7,4,2,-6,12
1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,8,4,2,-4,12
0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,8,4,2,-6,12
1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,7,4,2,-4,12
0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,9,4,2,-4,12
1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,8,4,2,-2,12
0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,5,4,2,-6,12
1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,8,4,2,-4,12
0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,5,4,2,-4,12
1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,6,4,2,-2,12
0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,7,4,2,-4,12
1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,8,4,2,-2,12
0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,7,4,2,-2,12
1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,7,4,2,0,12
0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,8,4,2,-6,12
1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,7,4,2,-4,12
0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,9,4,2,-4,12
1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,8,4,2,-2,12
0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,9,4,2,-4,12
1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,7,4,2,-2,12
0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,9,4,2,-2,12
1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,9,4,2,0,12
0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,8,4,2,-4,12
1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,7,4,2,-2,12
0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,8,4,2,-2,12
1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,7,4,2,0,12
0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,8,4,2,-2,12
1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,7,4,2,0,12
0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,9,4,2,0,12
1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,7,4,2,2,12
0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,5,4,2,-6,12
1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,8,4,2,-4,12
0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,5,4,2,-4,12
1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,6,4,2,-2,12
0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,8,4,2,-4,12
1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,7,4,2,-2,12
0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,8,4,2,-2,12
1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,7,4,2,0,12
0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,6,4,2,-4,12
1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,8,4,2,-2,12
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,3,4,2,-2,12
1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,6,4,2,0,12
0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,7,4,2,-2,12
1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,8,4,2,0,12
0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,6,4,2,0,12
1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,5,4,2,2,12
0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,7,4,2,-4,12
1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,8,4,2,-2,12
0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,7,4,2,-2,12
1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,7,4,2,0,12
0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,8,4,2,-2,12
1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,7,4,2,0,12
0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,9,4,2,0,12
1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,7,4,2,2,12
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,7,4,2,-2,12
1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,8,4,2,0,12
0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,6,4,2,0,12
1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,5,4,2,2,12
0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,8,4,2,0,12
1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,8,4,2,2,12
0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,7,4,2,2,12
1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,5,4,2,4,12
0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,5,4,2,-6,12
1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,8,4,2,-4,12
0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,7,4,2,-4,12
1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,7,4,2,-2,12
0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,6,4,2,-4,12
1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,7,4,2,-2,12
0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,7,4,2,-2,12
1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,8,4,2,0,12
0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,6,4,2,-4,12
1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,8,4,2,-2,12
0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,6,4,2,-2,12
1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,8,4,2,0,12
0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,5,4,2,-2,12
1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,7,4,2,0,12
0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,5,4,2,0,12
1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,6,4,2,2,12
0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,6,4,2,-4,12
1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,7,4,2,-2,12
0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,7,4,2,-2,12
1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,8,4,2,0,12
0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,7,4,2,-2,12
1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,5,4,2,0,12
0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,7,4,2,0,12
1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,7,4,2,2,12
0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,7,4,2,-2,12
1,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,7,4,2,0,12
0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,6,4,2,0,12
1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,8,4,2,2,12
0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,7,4,2,0,12
1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,6,4,2,2,12
0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,7,4,2,2,12
1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,6,4,2,4,12
0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,6,4,2,-4,12
1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,8,4,2,-2,12
0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,6,4,2,-2,12
1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,8,4,2,0,12
0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,7,4,2,-2,12
1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,7,4,2,0,12
0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,6,4,2,0,12
1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,8,4,2,2,12
0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,7,4,2,-2,12
1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,8,4,2,0,12
0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,4,4,2,0,12
1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,6,4,2,2,12
0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,6,4,2,0,12
1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,8,4,2,2,12
0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,4,4,2,2,12
1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,5,4,2,4,12
0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,5,4,2,-2,12
1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,7,4,2,0,12
0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,5,4,2,0,12
1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,6,4,2,2,12
0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,7,4,2,0,12
1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,6,4,2,2,12
0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,7,4,2,2,12
1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,6,4,2,4,12
0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,6,4,2,0,12
1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,8,4,2,2,12
0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,4,4,2,2,12
1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,5,4,2,4,12
0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,6,4,2,2,12
1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,7,4,2,4,12
0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,5,4,2,4,12
1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,3,4,2,6,12
0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,5,4,2,-8,12
1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,6,4,2,-6,12
0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,7,4,2,-6,12
1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,5,4,2,-4,12
0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,7,4,2,-6,12
1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,7,4,2,-4,12
0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,9,4,2,-4,12
1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,7,4,2,-2,12
0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,6,4,2,-6,12
1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,6,4,2,-4,12
0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,5,4,2,-4,12
1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,5,4,2,-2,12
0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,7,4,2,-4,12
1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,7,4,2,-2,12
0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,7,4,2,-2,12
1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,6,4,2,0,12
0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,7,4,2,-6,12
1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,7,4,2,-4,12
0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,9,4,2,-4,12
1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,7,4,2,-2,12
0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,7,4,2,-4,12
1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,7,4,2,-2,12
0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,9,4,2,-2,12
1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,7,4,2,0,12
0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,8,4,2,-4,12
1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,8,4,2,-2,12
0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,7,4,2,-2,12
1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,7,4,2,0,12
0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,8,4,2,-2,12
1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,8,4,2,0,12
0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,9,4,2,0,12
1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,7,4,2,2,12
0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,6,4,2,-6,12
1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,6,4,2,-4,12
0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,5,4,2,-4,12
1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,5,4,2,-2,12
0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,8,4,2,-4,12
1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,8,4,2,-2,12
0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,7,4,2,-2,12
1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,7,4,2,0,12
0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,6,4,2,-4,12
1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,7,4,2,-2,12
0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,5,4,2,-2,12
1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,4,3,2,0,11
0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,8,4,2,-2,12
1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,8,4,2,0,12
0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,7,4,2,0,12
1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,5,4,2,2,12
0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,7,4,2,-4,12
1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,7,4,2,-2,12
0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,7,4,2,-2,12
1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,6,4,2,0,12
0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,8,4,2,-2,12
1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,8,4,2,0,12
0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,9,4,2,0,12
1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,7,4,2,2,12
0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,8,4,2,-2,12
1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,8,4,2,0,12
0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,7,4,2,0,12
1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,5,4,2,2,12
0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,7,4,2,0,12
1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,8,4,2,2,12
0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,7,4,2,2,12
1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,5,4,2,4,12
0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,8,4,2,-6,12
1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,8,4,2,-4,12
0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,9,4,2,-4,12
1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,8,4,2,-2,12
0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,7,4,2,-4,12
1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,8,4,2,-2,12
0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,9,4,2,-2,12
1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,8,4,2,0,12
0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,8,4,2,-4,12
1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,9,4,2,-2,12
0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,8,4,2,-2,12
1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,8,4,2,0,12
0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,8,4,2,-2,12
1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,8,4,2,0,12
0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,8,4,2,0,12
1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,7,4,2,2,12
0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,7,4,2,-4,12
1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,8,4,2,-2,12
0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,9,4,2,-2,12
1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,8,4,2,0,12
0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,7,4,2,-2,12
1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,7,4,2,0,12
0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,9,4,2,0,12
1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,7,4,2,2,12
0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,8,4,2,-2,12
1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,8,4,2,0,12
0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,7,4,2,0,12
1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,8,4,2,2,12
0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,8,4,2,0,12
1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,8,4,2,2,12
0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,8,4,2,2,12
1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,7,4,2,4,12
0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,8,4,2,-4,12
1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,9,4,2,-2,12
0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,8,4,2,-2,12
1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,8,4,2,0,12
0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,8,4,2,-2,12
1,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,8,4,2,0,12
0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,7,4,2,0,12
1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,8,4,2,2,12
0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,9,4,2,-2,12
1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,9,4,2,0,12
0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,8,4,2,0,12
1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,7,4,2,2,12
0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,8,4,2,0,12
1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,9,4,2,2,12
0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,8,4,2,2,12
1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,6,4,2,4,12
0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,8,4,2,-2,12
1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,8,4,2,0,12
0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,8,4,2,0,12
1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,7,4,2,2,12
0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,8,4,2,0,12
1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,8,4,2,2,12
0,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,8,4,2,2,12
1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,7,4,2,4,12
0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,8,4,2,0,12
1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,9,4,2,2,12
0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,8,4,2,2,12
1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,6,4,2,4,12
0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,8,4,2,2,12
1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,8,4,2,4,12
0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,8,4,2,4,12
1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,6,4,2,6,12
0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,7,4,2,-6,12
1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,8,4,2,-4,12
0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,9,4,2,-4,12
1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,7,4,2,-2,12
0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,7,4,2,-4,12
1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,8,4,2,-2,12
0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,9,4,2,-2,12
1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,9,4,2,0,12
0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,7,4,2,-4,12
1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,8,4,2,-2,12
0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,7,4,2,-2,12
1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,7,4,2,0,12
0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,7,4,2,-2,12
1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,8,4,2,0,12
0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,7,4,2,0,12
1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,7,4,2,2,12
0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,7,4,2,-4,12
1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,8,4,2,-2,12
0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,9,4,2,-2,12
1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,9,4,2,0,12
0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,9,4,2,-2,12
1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,9,4,2,0,12
0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,10,4,2,0,12
1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,9,4,2,2,12
0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,8,4,2,-2,12
1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,7,4,2,0,12
0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,9,4,2,0,12
1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,7,4,2,2,12
0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,9,4,2,0,12
1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,9,4,2,2,12
0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,9,4,2,2,12
1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,9,4,2,4,12
0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,7,4,2,-4,12
1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,8,4,2,-2,12
0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,7,4,2,-2,12
1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,7,4,2,0,12
0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,8,4,2,-2,12
1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,7,4,2,0,12
0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,9,4,2,0,12
1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,7,4,2,2,12
0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,7,4,2,-2,12
1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,8,4,2,0,12
0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,6,4,2,0,12
1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,5,4,2,2,12
0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,8,4,2,0,12
1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,8,4,2,2,12
0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,7,4,2,2,12
1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,5,4,2,4,12
0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,7,4,2,-2,12
1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,8,4,2,0,12
0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,7,4,2,0,12
1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,7,4,2,2,12
0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,9,4,2,0,12
1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,9,4,2,2,12
0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,9,4,2,2,12
1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,9,4,2,4,12
0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,8,4,2,0,12
1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,8,4,2,2,12
0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,7,4,2,2,12
1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,5,4,2,4,12
0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,9,4,2,2,12
1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,9,4,2,4,12
0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,9,4,2,4,12
1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,7,4,2,6,12
0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,7,4,2,-4,12
1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,8,4,2,-2,12
0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,9,4,2,-2,12
